Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,"18,855"
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,"16,150"
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,"16,817"
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,"17,533"
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1984,1,0,0,"18,397"
3,Flooding/ Lightning/ Severe Storm/Thunder Storm,2,1984,1,0,36,"396,894"
1,Flooding/ Lightning/ Wind,3,1984,1,0,24,"822,956"
1,Lightning,3,1984,1,0,0,"735,215"
4,Flooding/ Severe Storm/Thunder Storm,3,1984,1,0,0,"834,449"
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,0,"801,635"
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,38,"845,070"
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,0,"867,738"
6,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,2,"17,610"
1,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,2,"17,145"
2,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,3,"18,881"
4,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,1,"16,667"
3,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,2,"16,178"
5,Flooding/ Severe Storm/Thunder Storm/ Wind,3,1984,1,0,1,"18,368"
2,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,"26,985"
4,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,"26,903"
3,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,"25,091"
5,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1984,1,0,0,"27,105"
2,Hurricane/Tropical Storm,3,1984,5,0,0,"1,335,526"
2,Flooding/ Wind,4,1984,13,0,0,"140,986"
6,Winter Weather,1,1985,5,3,0,"163,129"
1,Winter Weather,1,1985,5,3,0,"166,696"
2,Winter Weather,1,1985,5,4,0,"187,923"
4,Winter Weather,1,1985,5,4,0,"182,530"
3,Winter Weather,1,1985,5,4,0,"175,397"
5,Winter Weather,1,1985,5,4,0,"181,806"
2,Drought,1,1985,31,0,0,"1,144"
6,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,"15,957"
1,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,"16,033"
2,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,"16,188"
4,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,"17,316"
3,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,"18,341"
5,Hail/ Severe Storm/Thunder Storm/ Wind/ Winter Weather,1,1985,2,0,0,"18,874"
6,Wildfire,1,1985,21,0,0,"175,879"
1,Wildfire,1,1985,21,0,0,"176,069"
2,Wildfire,1,1985,21,0,0,"162,802"
4,Wildfire,1,1985,21,0,0,"177,378"
3,Wildfire,1,1985,21,0,0,"184,098"
5,Wildfire,1,1985,21,0,0,"170,797"
6,Winter Weather,1,1985,1,0,0,0
1,Winter Weather,1,1985,1,0,0,0
2,Winter Weather,1,1985,1,0,0,0
4,Winter Weather,1,1985,1,0,0,0
3,Winter Weather,1,1985,1,0,0,0
5,Winter Weather,1,1985,1,0,0,0
6,Wildfire,2,1985,30,0,0,"1,549"
1,Wildfire,2,1985,30,0,0,"1,770"
2,Wildfire,2,1985,30,0,0,"1,782"
4,Wildfire,2,1985,30,0,0,"1,662"
3,Wildfire,2,1985,30,0,0,"1,669"
5,Wildfire,2,1985,30,0,0,"1,605"
1,Winter Weather,2,1985,1,0,0,0
6,Heat,2,1985,7,0,0,0
1,Heat,2,1985,7,0,0,0
2,Heat,2,1985,7,0,0,0
4,Heat,2,1985,7,0,0,0
3,Heat,2,1985,7,0,0,0
5,Heat,2,1985,7,0,0,0
1,Hail/ Wind,2,1985,1,0,0,"140,285"
6,Hail/ Wind,2,1985,1,0,0,"17,764"
1,Hail/ Wind,2,1985,1,0,0,"18,564"
2,Hail/ Wind,2,1985,1,0,0,"17,886"
4,Hail/ Wind,2,1985,1,0,0,"16,389"
3,Hail/ Wind,2,1985,1,0,0,"16,152"
5,Hail/ Wind,2,1985,1,0,0,"16,775"
2,Hail/ Wind,2,1985,1,0,0,"14,298"
2,Coastal/ Hurricane/Tropical Storm/ Severe Storm/Thunder Storm/ Wind,3,1985,2,0,0,"9,541,131"
1,Flooding/ Severe Storm/Thunder Storm,3,1985,3,0,0,"90,472"
3,Severe Storm/Thunder Storm/ Wind,1,1986,1,0,0,"8,037,756"
4,Wind,2,1986,1,0,0,"863,854"
5,Wind,2,1986,1,0,0,"748,769"
1,Hail,2,1986,1,0,0,"83,960"
3,Wind,3,1986,1,0,12,"795,215"
2,Wind,3,1986,1,0,0,"791,490"
3,Lightning,3,1986,1,0,0,"775,083"
2,Lightning,3,1986,1,0,0,"820,578"
1,Lightning,3,1986,1,0,0,"785,466"
3,Flooding,3,1986,1,0,0,"783,643"
2,Flooding,3,1986,1,0,0,"747,818"
2,Lightning,4,1986,1,0,0,"721,186"
2,Coastal,4,1986,2,0,0,"8,675,007"
4,Severe Storm/Thunder Storm,1,1987,15,0,0,"722,613"
2,Wind,2,1987,1,0,0,"758,835"
2,Hail,2,1987,1,0,0,"724,515"
1,Lightning,2,1987,1,0,0,"748,135"
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,"836,668"
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,11,"756,140"
6,Winter Weather,1,1988,5,0,0,"170,710"
1,Winter Weather,1,1988,5,0,0,"163,870"
2,Winter Weather,1,1988,5,0,0,"187,044"
4,Winter Weather,1,1988,5,0,0,"155,118"
3,Winter Weather,1,1988,5,0,0,"163,698"
5,Winter Weather,1,1988,5,0,0,"163,095"
6,Drought,1,1988,28,0,0,182
1,Drought,1,1988,28,0,0,158
2,Drought,1,1988,28,0,0,170
4,Drought,1,1988,28,0,0,180
3,Drought,1,1988,28,0,0,151
5,Drought,1,1988,28,0,0,176
1,Lightning,2,1988,1,0,0,"7,904,599"
2,Hail/ Severe Storm/Thunder Storm,2,1988,1,0,0,"82,596"
2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,23,"765,493"
6,Drought,2,1988,30,0,0,"17,230"
1,Drought,2,1988,30,0,0,"15,670"
2,Drought,2,1988,30,0,0,"18,327"
4,Drought,2,1988,30,0,0,"18,942"
3,Drought,2,1988,30,0,0,"16,637"
5,Drought,2,1988,30,0,0,"17,428"
1,Lightning,3,1988,1,0,0,"1,383,055"
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,"725,229"
6,Drought,3,1988,31,0,0,"1,862"
1,Drought,3,1988,31,0,0,"1,859"
2,Drought,3,1988,31,0,0,"1,730"
4,Drought,3,1988,31,0,0,"1,647"
3,Drought,3,1988,31,0,0,"1,805"
5,Drought,3,1988,31,0,0,"1,736"
3,Hail/ Severe Storm/Thunder Storm,3,1988,1,0,0,"787,765"
2,Severe Storm/Thunder Storm/ Wind,1,1991,1,0,0,"844,753"
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1991,1,12,0,"1,617,696"
3,Lightning,3,1991,1,0,0,"5,801,197"
1,Flooding,3,1991,1,0,0,"729,826"
1,Lightning,3,1991,1,0,0,"842,216"
6,Winter Weather,1,1979,2,0,0,"188,922"
1,Flooding/ Severe Storm/Thunder Storm,2,1979,1,0,0,"787,131"
1,Winter Weather,1,1979,2,0,0,"163,663"
2,Winter Weather,1,1979,2,0,0,"181,789"
4,Winter Weather,1,1979,2,0,0,"173,898"
3,Flooding/ Severe Storm/Thunder Storm,3,1979,1,0,0,"831,754"
3,Winter Weather,1,1979,2,11,0,"164,870"
5,Winter Weather,1,1979,2,0,0,"159,907"
2,Hurricane/Tropical Storm,3,1979,2,0,0,"3,696,605"
4,Hurricane/Tropical Storm,3,1979,2,0,0,"3,515,342"
3,Hurricane/Tropical Storm,3,1979,2,0,0,"3,119,732"
5,Hurricane/Tropical Storm,3,1979,2,0,0,"3,774,487"
2,Flooding,2,1979,3,0,0,"119,899"
6,Winter Weather,1,1979,1,0,0,"2,648,861"
1,Winter Weather,1,1979,1,0,0,"2,527,329"
4,Winter Weather,1,1979,1,0,0,"2,423,499"
3,Winter Weather,1,1979,1,0,0,"2,666,034"
5,Winter Weather,1,1979,1,0,0,"2,790,471"
6,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,"8,250"
1,Hail/ Severe Storm/Thunder Storm,2,1979,1,0,0,"7,649"
6,Wind,1,1980,1,0,0,"15,520"
1,Wind,1,1980,1,1,0,"18,477"
2,Wind,1,1980,1,0,0,"18,065"
4,Wind,1,1980,1,1,0,"18,504"
3,Wind,1,1980,1,2,0,"16,209"
5,Wind,1,1980,1,1,0,"17,848"
2,Wind,4,1980,3,1,1,"114,850"
1,Winter Weather,1,1980,1,0,0,"129,427"
6,Flooding/ Wind,3,1980,1,0,0,"16,822"
1,Flooding/ Wind,3,1980,1,0,0,"17,729"
2,Flooding/ Wind,3,1980,1,0,0,"16,279"
4,Flooding/ Wind,3,1980,1,0,0,"17,946"
3,Flooding/ Wind,3,1980,1,0,0,"17,087"
5,Flooding/ Wind,3,1980,1,0,0,"17,259"
6,Winter Weather,1,1980,2,0,0,"159,546"
1,Winter Weather,1,1980,2,0,0,"187,664"
2,Winter Weather,1,1980,2,0,0,"181,083"
4,Winter Weather,1,1980,2,0,0,"180,600"
3,Winter Weather,1,1980,2,0,0,"169,108"
5,Winter Weather,1,1980,2,0,0,"182,082"
6,Winter Weather,1,1980,2,0,0,"18,905"
1,Winter Weather,1,1980,2,0,0,"17,027"
2,Winter Weather,1,1980,2,0,0,"16,389"
4,Winter Weather,1,1980,2,0,0,"15,646"
3,Winter Weather,1,1980,2,0,0,"18,211"
5,Winter Weather,1,1980,2,0,0,"17,161"
6,Flooding,1,1980,17,0,0,"16,252"
1,Flooding,1,1980,17,0,0,"15,949"
2,Flooding,1,1980,17,0,0,"15,830"
4,Flooding,1,1980,17,0,0,"18,923"
3,Flooding,1,1980,17,0,0,"18,437"
5,Flooding,1,1980,17,0,0,"17,893"
1,Lightning/ Wind,3,1980,1,0,0,"207,318"
3,Severe Storm/Thunder Storm/ Wind,3,1980,1,0,14,"241,973"
5,Severe Storm/Thunder Storm/ Wind,3,1980,1,11,15,"260,916"
6,Flooding,1,1980,3,0,0,"635,168"
4,Flooding,1,1980,3,0,0,"624,743"
1,Winter Weather,1,1975,2,0,0,"43,376"
6,Winter Weather,1,1975,2,0,0,0
1,Winter Weather,1,1975,2,0,0,0
2,Winter Weather,1,1975,2,0,0,0
4,Winter Weather,1,1975,2,0,0,0
3,Winter Weather,1,1975,2,0,0,0
5,Winter Weather,1,1975,2,0,0,0
6,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,"16,953"
1,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,"17,517"
2,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,"17,724"
4,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,"17,195"
3,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,"17,777"
5,Flooding/ Severe Storm/Thunder Storm,1,1975,7,0,0,"15,523"
6,Hail/ Lightning/ Wind,1,1975,1,0,3,"15,596"
1,Hail/ Lightning/ Wind,1,1975,1,0,3,"16,315"
2,Hail/ Lightning/ Wind,1,1975,1,0,3,"16,746"
4,Hail/ Lightning/ Wind,1,1975,1,0,3,"17,712"
3,Hail/ Lightning/ Wind,1,1975,1,0,3,"15,825"
5,Hail/ Lightning/ Wind,1,1975,1,0,3,"16,980"
1,Hail/ Lightning/ Wind,2,1975,1,0,0,"42,011"
4,Hail/ Lightning/ Wind,2,1975,1,0,0,"42,196"
3,Hail/ Lightning/ Wind,2,1975,1,0,0,"46,198"
6,Lightning/ Wind,2,1975,1,0,0,"15,745"
1,Lightning/ Wind,2,1975,1,0,0,"17,405"
2,Lightning/ Wind,2,1975,1,0,0,"17,624"
4,Lightning/ Wind,2,1975,1,0,0,"18,191"
3,Lightning/ Wind,2,1975,1,0,0,"16,841"
5,Lightning/ Wind,2,1975,1,0,0,"16,725"
6,Hail/ Lightning/ Wind,2,1975,1,0,0,174
1,Hail/ Lightning/ Wind,2,1975,1,0,0,158
2,Hail/ Lightning/ Wind,2,1975,1,0,0,152
4,Hail/ Lightning/ Wind,2,1975,1,0,0,155
3,Hail/ Lightning/ Wind,2,1975,1,0,0,180
5,Hail/ Lightning/ Wind,2,1975,1,0,0,154
1,Hail/ Lightning/ Wind,3,1975,1,0,0,"21,278"
4,Hail/ Lightning/ Wind,3,1975,1,0,0,"22,471"
3,Hail/ Lightning/ Wind,3,1975,1,0,0,"24,505"
5,Hail/ Lightning/ Wind,3,1975,1,0,0,"23,542"
2,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,"2,098"
4,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,"2,238"
3,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,"2,391"
5,Flooding/ Severe Storm/Thunder Storm,3,1975,6,0,0,"2,007"
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,"21,143"
2,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,0,"21,706"
4,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,1,"19,644"
3,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,2,"19,348"
5,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1975,1,0,3,"22,876"
1,Flooding/ Lightning/ Severe Storm/Thunder Storm,3,1975,1,5,17,"3,774,757"
6,Winter Weather,1,1982,1,0,0,"28,647"
6,Winter Weather,1,1982,2,0,0,"18,554"
6,Winter Weather,1,1982,1,0,0,0
6,Winter Weather,2,1982,1,0,0,0
6,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,"2,111,595"
1,Winter Weather,1,1982,1,0,0,"29,239"
1,Winter Weather,1,1982,2,0,0,"16,328"
1,Winter Weather,1,1982,1,0,0,0
1,Winter Weather,2,1982,1,0,0,0
1,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,"1,749,513"
2,Winter Weather,1,1982,2,0,0,"17,920"
2,Winter Weather,1,1982,1,0,0,0
2,Winter Weather,2,1982,1,0,0,0
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,"2,072,545"
2,Severe Storm/Thunder Storm,4,1982,1,0,0,"435,018"
4,Winter Weather,1,1982,2,0,0,"17,970"
4,Winter Weather,1,1982,1,0,0,0
4,Winter Weather,2,1982,1,0,0,0
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,3,"2,040,841"
3,Winter Weather,1,1982,1,0,0,"29,457"
3,Winter Weather,1,1982,2,0,0,"18,917"
3,Winter Weather,1,1982,1,0,0,0
3,Winter Weather,2,1982,1,0,0,0
3,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,0,"780,393"
3,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,"1,802,288"
5,Winter Weather,1,1982,1,0,0,"28,259"
5,Winter Weather,1,1982,2,0,0,"17,321"
5,Winter Weather,1,1982,1,0,0,0
5,Winter Weather,2,1982,1,0,0,0
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1982,1,0,2,"2,086,077"
6,Winter Weather,1,1983,1,0,0,"16,427"
1,Winter Weather,1,1983,1,0,0,"17,366"
2,Winter Weather,1,1983,1,0,0,"18,218"
4,Winter Weather,1,1983,1,0,0,"18,032"
3,Winter Weather,1,1983,1,0,0,"16,837"
5,Winter Weather,1,1983,1,0,0,"18,759"
1,Winter Weather,1,1983,2,0,0,"127,776"
2,Coastal/ Severe Storm/Thunder Storm/ Wind,1,1983,2,0,0,"1,201,693"
2,Coastal/ Severe Storm/Thunder Storm,1,1983,2,0,0,"1,203,391"
2,Flooding,1,1983,14,0,0,"78,820"
6,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"187,458"
1,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"167,661"
2,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"178,998"
4,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"177,878"
3,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"182,099"
5,Coastal/ Flooding/ Severe Storm/Thunder Storm/ Wind,1,1983,1,0,0,"157,926"
2,Flooding,1,1983,1,0,0,"550,544"
6,Winter Weather,2,1983,2,0,0,0
1,Winter Weather,2,1983,2,0,0,0
2,Winter Weather,2,1983,2,0,0,0
4,Winter Weather,2,1983,2,0,0,0
3,Winter Weather,2,1983,2,0,0,0
5,Winter Weather,2,1983,2,0,0,0
4,Lightning,3,1983,1,0,12,"799,971"
6,Lightning/ Wind,3,1983,1,0,0,"18,847"
1,Lightning/ Wind,3,1983,1,0,0,"16,870"
2,Lightning/ Wind,3,1983,1,0,0,"16,648"
4,Lightning/ Wind,3,1983,1,0,0,"18,113"
3,Lightning/ Wind,3,1983,1,0,0,"16,123"
5,Lightning/ Wind,3,1983,1,0,0,"16,069"
1,Lightning/ Wind,3,1983,1,0,0,"21,192"
4,Lightning/ Wind,3,1983,1,0,0,"21,036"
3,Lightning/ Wind,3,1983,1,0,0,"24,595"
5,Lightning/ Wind,3,1983,1,0,0,"24,047"
6,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,"29,919"
1,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,"30,763"
4,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,"29,016"
3,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,"28,011"
5,Severe Storm/Thunder Storm/ Wind,4,1983,2,0,0,"30,772"
6,Flooding/ Wind,4,1983,1,0,0,"21,126"
1,Flooding/ Wind,4,1983,1,0,0,"21,953"
4,Flooding/ Wind,4,1983,1,0,0,"18,572"
3,Flooding/ Wind,4,1983,1,0,0,"21,396"
5,Flooding/ Wind,4,1983,1,0,0,"20,876"
6,Winter Weather,4,1983,1,7,0,"187,458"
1,Winter Weather,4,1983,1,6,0,"169,332"
2,Winter Weather,4,1983,1,6,0,"156,720"
4,Winter Weather,4,1983,1,7,0,"185,028"
3,Winter Weather,4,1983,1,7,0,"183,426"
5,Winter Weather,4,1983,1,7,0,"185,321"
4,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,"45,067"
3,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,"44,948"
5,Severe Storm/Thunder Storm/ Wind,4,1983,1,0,0,"46,885"
6,Winter Weather,4,1983,2,1,0,"18,892"
1,Winter Weather,4,1983,2,2,0,"17,235"
2,Winter Weather,4,1983,2,1,0,"18,935"
4,Winter Weather,4,1983,2,0,0,"15,980"
3,Winter Weather,4,1983,2,2,0,"17,307"
5,Winter Weather,4,1983,2,3,0,"15,678"
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"802,031"
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"8,027,452"
6,Winter Weather,2,1989,1,0,0,"42,083"
1,Winter Weather,2,1989,1,0,0,"45,069"
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"754,079"
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"751,543"
1,Winter Weather,2,1989,1,0,0,0
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"864,013"
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"743,696"
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,12,"7,997,334"
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,"797,989"
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,11,0,"76,993,164"
1,Lightning,3,1989,1,0,0,"825,175"
2,Hurricane/Tropical Storm,3,1989,1,0,0,"7,877,651,400"
2,Hurricane/Tropical Storm,3,1989,1,0,0,"743,300,280"
4,Hurricane/Tropical Storm,3,1989,1,13,260,"533,869,996"
5,Hurricane/Tropical Storm,3,1989,1,11,3831,"3,086,384,400"
3,Hurricane/Tropical Storm,3,1989,1,11,358,"426,463,185"
5,Flooding,4,1990,2,0,0,"821,846"
1,Tornado,1,1990,1,0,0,"792,996"
1,Flooding,1,1990,1,0,0,"740,209"
1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,46,"761,847"
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,"840,473"
6,Winter Weather,1,1970,2,0,0,"1,605"
1,Winter Weather,1,1970,2,23,0,"1,690"
2,Winter Weather,1,1970,2,0,0,"1,835"
4,Winter Weather,1,1970,2,11,0,"1,685"
3,Winter Weather,1,1970,2,0,0,"1,655"
5,Winter Weather,1,1970,2,0,0,"1,805"
6,Winter Weather,4,1970,2,0,0,13
1,Winter Weather,4,1970,2,0,0,11
2,Winter Weather,4,1970,2,0,0,11
4,Winter Weather,4,1970,2,0,0,11
3,Winter Weather,4,1970,2,0,0,12
5,Winter Weather,4,1970,2,0,0,11
5,Lightning/ Severe Storm/Thunder Storm,3,1971,1,11,0,0
1,Severe Storm/Thunder Storm/ Wind,2,1972,1,0,0,"41,141"
2,Lightning/ Severe Storm/Thunder Storm,3,1972,1,10,10,"72,079"
3,Lightning,3,1973,1,11,0,0
4,Lightning,3,1978,1,26,13,"4,311"
2,Coastal/ Hurricane/Tropical Storm/ Wind,2,1979,1,2,0,"14,394"
4,Lightning,3,1979,1,12,0,0
2,Wind,3,1980,1,11,22,"74,361"
5,Wind,1,1981,1,6,0,0
4,Wind,1,1981,1,7,0,0
3,Heat,2,1981,1,11,0,0
4,Lightning,3,1981,1,10,10,"7,227"
6,Winter Weather,1,1982,1,0,1,"1,841"
1,Winter Weather,1,1982,1,0,1,"1,722"
2,Winter Weather,1,1982,1,0,3,"1,840"
4,Winter Weather,1,1982,1,0,1,"1,676"
3,Winter Weather,1,1982,1,12,1,"1,740"
5,Winter Weather,1,1982,1,0,1,"1,848"
1,Lightning,3,1982,1,11,0,0
1,Lightning/ Severe Storm/Thunder Storm,3,1982,1,11,0,"75,098"
5,Lightning,3,1983,1,11,0,0
5,Winter Weather,4,1985,1,11,0,0
2,Heat,3,1986,1,12,0,0
3,Heat,3,1986,1,11,0,0
1,Heat,3,1987,1,12,0,0
1,Winter Weather,1,1988,1,12,0,0
4,Heat,3,1988,1,12,0,0
1,Heat,3,1989,1,11,0,0
3,Lightning,3,1989,1,10,0,0
5,Winter Weather,4,1989,1,13,0,0
2,Winter Weather,4,1989,1,12,0,0
1,Winter Weather,4,1989,1,12,0,0
3,Heat,3,1990,1,12,0,0
1,Winter Weather,1,1991,1,12,0,0
3,Winter Weather,1,1991,1,12,0,0
5,Severe Storm/Thunder Storm/ Wind,2,1991,1,12,12,"79,640"
3,Lightning,3,1991,1,12,12,0
2,Coastal,3,1991,1,12,0,0
3,Winter Weather,4,1991,1,12,0,0
3,Heat,3,1993,1,12,0,0
4,Winter Weather,4,1993,1,12,0,0
6,Winter Weather,1,1993,1,11,0,0
3,Landslide,1,1965,1,83,0,0
6,Severe Storm/Thunder Storm,2,1965,1,13,13,0
6,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,"2,279"
1,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,"2,474"
4,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,"2,198"
3,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,"2,436"
5,Severe Storm/Thunder Storm/ Wind,1,1961,1,0,0,"2,219"
2,Lightning,3,1965,1,11,0,0
4,Lightning,3,1965,1,25,0,0
1,Hail/ Lightning/ Severe Storm/Thunder Storm,2,1966,1,6,0,"42,045"
3,Severe Storm/Thunder Storm,2,1961,1,24,0,"80,274"
4,Hail/ Wind,2,1962,1,0,0,"2,926"
3,Hail/ Wind,2,1962,1,0,0,"3,184"
5,Hail/ Wind,2,1962,1,0,0,"3,028"
5,Wind,2,1967,1,11,0,"7,534"
2,Lightning,3,1963,1,11,0,0
2,Lightning,3,1963,1,11,0,0
1,Lightning/ Severe Storm/Thunder Storm,2,1969,1,13,0,0
2,Lightning,3,1964,1,13,13,0
2,Severe Storm/Thunder Storm,3,1964,2,3,0,"5,062"
4,Severe Storm/Thunder Storm,3,1964,2,3,0,"4,985"
3,Wind,1,1965,1,0,0,"35,724"
3,Wind,1,1960,1,0,0,789
4,Hail,2,1960,1,0,0,0
1,Hail,2,1965,1,0,0,"8,372"
3,Hail,2,1965,1,0,0,"9,643"
3,Lightning,2,1965,1,0,0,"80,710"
6,Hail,2,1965,1,0,0,0
1,Hail/ Severe Storm/Thunder Storm,2,1960,1,0,25,"4,271"
2,Tornado,2,1965,1,0,0,"74,932"
2,Tornado,2,1965,1,0,0,"85,957"
1,Hail/ Severe Storm/Thunder Storm,2,1965,1,0,0,"86,068"
4,Lightning,2,1965,1,0,24,0
3,Lightning,2,1965,1,0,34,0
3,Lightning,2,1965,1,0,0,"74,623"
3,Hail/ Wind,3,1960,1,0,0,435
2,Wind,3,1960,1,0,0,730
3,Wind,3,1960,1,0,0,401
3,Severe Storm/Thunder Storm,3,1960,1,0,0,396
6,Winter Weather,1,1961,2,0,0,"1,808"
1,Winter Weather,1,1961,2,0,0,"1,813"
2,Winter Weather,1,1961,2,0,0,"1,677"
4,Winter Weather,1,1961,2,0,0,"1,769"
3,Winter Weather,1,1961,2,0,0,"1,837"
5,Winter Weather,1,1961,2,0,0,"1,614"
6,Severe Storm/Thunder Storm,2,1965,9,0,0,0
1,Severe Storm/Thunder Storm,2,1965,9,0,0,0
2,Severe Storm/Thunder Storm,2,1965,9,0,0,0
4,Severe Storm/Thunder Storm,2,1965,9,0,0,0
3,Severe Storm/Thunder Storm,2,1965,9,0,0,0
5,Severe Storm/Thunder Storm,2,1965,9,0,0,0
1,Severe Storm/Thunder Storm,3,1960,1,0,0,"8,644"
3,Lightning,3,1965,1,0,97,0
1,Lightning,3,1965,1,0,12,838
3,Severe Storm/Thunder Storm,3,1965,1,0,21,"71,413"
6,Hail/ Lightning/ Wind,3,1965,1,0,0,"1,788"
1,Hail/ Lightning/ Wind,3,1965,1,0,0,"1,547"
2,Hail/ Lightning/ Wind,3,1965,1,0,0,"1,793"
4,Hail/ Lightning/ Wind,3,1965,1,0,0,"1,731"
3,Hail/ Lightning/ Wind,3,1965,1,0,0,"1,824"
5,Hail/ Lightning/ Wind,3,1965,1,0,0,"1,652"
4,Tornado,3,1965,1,0,0,"7,798"
6,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,"1,567"
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,"1,659"
2,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,"1,772"
4,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,"1,768"
3,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,"1,871"
5,Hail/ Severe Storm/Thunder Storm/ Wind,3,1965,31,0,0,"1,650"
