Year,Quarter,Region,Low Emissions,Medium Emissions,High Emissions,Very High Emissions,,,,
2050,4,3,"$5,308,190.04","$5,964,967.47","$6,394,302.16","$7,997,699.32",,,,
2050,4,4,"$1,244,873.08","$1,464,820.10","$1,582,270.90","$1,995,601.23",,,,
2050,4,5,"$1,163,383.15","$1,227,458.35","$1,269,606.36","$1,558,540.52",,,,
2050,4,6,"$1,080,006.46","$1,287,289.09","$1,406,249.16","$1,648,542.90",,,,
2051,1,1,"$2,990,821.54","$3,366,901.93","$3,810,439.54","$4,546,795.11",,,,
2051,1,2,"$7,370,151.97","$8,343,062.10","$11,344,391.10","$12,598,266.82",,,,
2051,1,3,"$419,886.80","$455,033.89","$533,747.06","$649,104.06",,,,
2051,1,4,"$492,548.82","$553,036.47","$602,941.99","$734,522.51",,,,
2051,1,5,"$6,302,256.85","$7,251,649.34","$6,728,501.77","$8,207,577.42",,,,
2051,1,6,"$4,504,956.34","$8,520,133.97","$8,928,918.45","$12,490,512.46",,,,
2051,2,1,"$2,836,247.74","$3,313,615.18","$3,522,876.96","$4,493,274.46",,,,
2051,2,2,"$8,882,572.56","$13,356,367.70","$12,715,051.11","$16,642,499.06",,,,
2051,2,3,"$1,393,650.84","$1,518,445.20","$1,684,440.70","$2,048,822.53",,,,
2051,2,4,"$1,005,158.63","$1,087,907.92","$1,288,580.30","$1,514,709.34",,,,
2051,2,5,"$8,078,170.23","$9,277,552.37","$10,076,705.41","$13,174,168.29",,,,
2051,2,6,"$11,641,373.91","$10,229,362.38","$12,090,298.69","$16,019,191.82",,,,
2051,3,1,"$168,201,988.58","$228,496,858.08","$239,640,051.69","$287,527,259.55",,,,
2051,3,2,"$93,958,902.03","$117,318,250.30","$102,788,847.02","$119,293,160.52",,,,
2051,3,3,"$46,569,349.25","$44,933,067.05","$67,351,169.88","$76,015,500.59",,,,
2051,3,4,"$66,607,260.90","$104,280,301.06","$88,304,693.69","$102,624,935.98",,,,
2051,3,5,"$76,877,324.16","$82,070,273.37","$123,186,929.27","$122,080,311.96",,,,
2051,3,6,"$105,374,190.16","$142,120,897.96","$153,545,496.42","$132,362,378.86",,,,
2051,4,1,"$6,439,926.50","$7,167,878.05","$8,187,437.66","$9,603,316.95",,,,
2051,4,2,"$7,113,305.98","$9,049,241.49","$10,716,991.84","$11,567,880.14",,,,
2051,4,3,"$5,607,005.08","$5,574,689.38","$6,565,437.76","$8,116,252.31",,,,
2051,4,4,"$1,405,061.62","$1,557,511.95","$1,685,114.42","$2,013,500.56",,,,
2051,4,5,"$1,201,241.15","$1,384,199.35","$1,404,172.16","$1,745,862.33",,,,
2051,4,6,"$1,221,507.08","$1,234,051.46","$1,362,113.54","$1,612,435.42",,,,
2052,1,1,"$3,131,745.20","$3,377,556.87","$3,944,688.53","$4,708,682.89",,,,
2052,1,2,"$7,168,597.69","$10,601,585.52","$10,221,532.28","$11,218,332.26",,,,
2052,1,3,"$405,345.15","$470,510.22","$481,136.74","$684,343.41",,,,
2052,1,4,"$519,457.58","$489,984.39","$601,206.34","$774,786.96",,,,
2052,1,5,"$6,247,013.00","$6,236,009.07","$7,537,157.86","$7,984,485.45",,,,
2052,1,6,"$8,800,932.41","$10,453,841.14","$10,609,606.67","$9,920,147.96",,,,
2052,2,1,"$3,046,706.90","$3,318,283.32","$3,671,080.14","$4,279,787.41",,,,
2052,2,2,"$9,843,382.39","$13,461,624.74","$10,884,668.19","$15,072,605.01",,,,
2052,2,3,"$1,364,846.62","$1,511,716.26","$1,700,830.01","$2,136,372.12",,,,
2052,2,4,"$1,009,317.04","$1,125,090.35","$1,267,914.61","$1,605,853.54",,,,
2052,2,5,"$8,188,196.46","$10,906,202.66","$9,331,455.83","$12,989,026.21",,,,
2052,2,6,"$11,601,648.33","$15,553,374.70","$14,308,994.78","$16,315,825.32",,,,
2052,3,1,"$164,966,357.90","$244,527,160.91","$229,427,598.26","$251,304,798.34",,,,
2052,3,2,"$93,975,778.63","$102,765,721.93","$136,466,390.35","$139,125,294.13",,,,
2052,3,3,"$45,756,805.53","$51,393,947.72","$60,682,769.07","$64,068,393.09",,,,
2052,3,4,"$51,607,446.09","$82,884,543.37","$84,682,257.84","$106,105,730.98",,,,
2052,3,5,"$56,874,360.48","$94,522,045.75","$92,917,689.88","$112,844,576.17",,,,
2052,3,6,"$111,121,957.96","$111,535,745.69","$137,328,486.91","$117,046,268.76",,,,
2052,4,1,"$6,446,757.85","$7,010,325.74","$8,045,216.57","$9,943,537.21",,,,
2052,4,2,"$7,893,581.42","$8,932,305.62","$10,242,938.27","$12,376,880.04",,,,
2052,4,3,"$5,350,173.21","$5,976,680.29","$6,142,759.44","$8,192,893.09",,,,
2052,4,4,"$1,318,718.19","$1,470,574.72","$1,744,275.74","$2,039,696.34",,,,
2052,4,5,"$1,166,536.65","$1,254,173.90","$1,429,193.69","$1,638,241.05",,,,
2052,4,6,"$1,040,500.09","$1,230,789.04","$1,457,536.63","$1,793,627.92",,,,
2053,1,1,"$3,069,910.82","$3,424,442.09","$3,941,391.18","$4,874,567.95",,,,
2053,1,2,"$10,003,791.28","$9,218,112.52","$11,135,654.96","$9,874,450.10",,,,
2053,1,3,"$424,033.19","$431,721.21","$500,711.22","$631,020.81",,,,
2053,1,4,"$503,015.13","$544,038.67","$530,954.68","$768,923.88",,,,
2053,1,5,"$7,040,707.22","$4,852,278.55","$7,464,746.17","$9,338,840.70",,,,
2053,1,6,"$5,952,047.35","$8,390,254.85","$11,676,680.29","$15,177,564.11",,,,
2053,2,1,"$2,956,636.54","$3,257,203.29","$3,639,206.40","$4,659,909.25",,,,
2053,2,2,"$10,216,629.25","$13,058,891.53","$12,456,277.08","$19,923,776.13",,,,
2053,2,3,"$1,391,591.06","$1,528,269.96","$1,736,550.95","$2,114,868.18",,,,
2053,2,4,"$1,027,159.27","$1,181,019.14","$1,251,447.15","$1,574,546.94",,,,
2053,2,5,"$8,084,081.53","$9,399,681.20","$13,344,631.92","$12,256,514.63",,,,
2053,2,6,"$12,085,284.82","$12,599,496.88","$14,518,415.82","$18,250,828.57",,,,
2053,3,1,"$199,907,225.28","$185,126,933.38","$231,377,625.76","$291,945,698.77",,,,
2053,3,2,"$116,368,800.83","$93,798,430.37","$147,389,016.50","$144,946,496.06",,,,
2053,3,3,"$50,481,828.63","$64,158,386.00","$64,203,652.13","$76,747,495.67",,,,
2053,3,4,"$70,827,662.71","$55,534,424.74","$78,692,971.05","$97,886,077.00",,,,
2053,3,5,"$86,868,671.99","$95,461,724.43","$98,201,333.85","$111,955,152.68",,,,
2053,3,6,"$115,994,707.25","$96,610,714.05","$120,346,506.60","$138,586,305.86",,,,
2053,4,1,"$6,457,546.69","$7,277,569.35","$7,985,967.54","$10,182,065.15",,,,
2053,4,2,"$8,142,564.55","$8,460,374.19","$9,598,573.43","$13,289,248.91",,,,
2053,4,3,"$5,321,126.14","$5,952,467.59","$6,713,745.20","$8,885,519.29",,,,
2053,4,4,"$1,342,558.74","$1,439,160.33","$1,733,272.68","$2,096,112.32",,,,
2053,4,5,"$1,162,559.28","$1,231,431.56","$1,556,487.58","$2,042,473.26",,,,
2053,4,6,"$1,203,662.85","$1,238,363.74","$1,325,567.72","$1,843,196.52",,,,
2054,1,1,"$3,138,318.40","$3,237,939.57","$3,900,158.19","$5,178,316.31",,,,
2054,1,2,"$8,021,923.42","$10,114,988.32","$12,392,575.67","$14,150,585.36",,,,
2054,1,3,"$396,039.88","$437,200.76","$526,952.22","$648,712.66",,,,
2054,1,4,"$478,917.44","$559,807.20","$605,731.01","$819,642.05",,,,
2054,1,5,"$5,855,607.02","$7,929,653.86","$8,198,898.86","$13,007,096.83",,,,
2054,1,6,"$8,381,102.92","$6,635,636.24","$11,012,962.48","$11,718,870.06",,,,
2054,2,1,"$2,823,148.76","$3,213,599.63","$3,739,870.35","$4,808,444.38",,,,
2054,2,2,"$9,869,906.33","$10,791,825.83","$12,197,820.76","$17,319,517.44",,,,
2054,2,3,"$1,377,310.98","$1,561,839.89","$1,786,739.80","$2,193,386.09",,,,
2054,2,4,"$966,220.67","$1,138,672.61","$1,285,561.80","$1,630,956.18",,,,
2054,2,5,"$6,486,663.45","$10,048,557.07","$11,110,372.48","$12,047,393.70",,,,
2054,2,6,"$10,130,458.14","$14,498,336.80","$12,422,505.29","$18,767,059.66",,,,
2054,3,1,"$192,171,456.70","$191,194,090.04","$200,868,445.75","$298,757,078.79",,,,
2054,3,2,"$72,334,992.59","$117,413,718.17","$114,844,902.16","$182,676,165.82",,,,
2054,3,3,"$49,186,333.82","$50,402,476.15","$71,506,784.90","$83,868,372.53",,,,
2054,3,4,"$70,671,895.07","$67,718,677.76","$74,076,864.69","$112,331,391.35",,,,
2054,3,5,"$80,127,398.53","$70,898,637.46","$124,689,652.82","$137,801,074.10",,,,
2054,3,6,"$90,356,915.24","$89,542,052.58","$138,688,200.06","$175,231,779.47",,,,
2054,4,1,"$6,654,941.45","$7,438,241.45","$8,548,733.07","$10,321,470.94",,,,
2054,4,2,"$8,520,555.51","$9,586,380.42","$10,376,357.17","$12,686,868.88",,,,
2054,4,3,"$5,706,495.43","$6,005,488.45","$7,057,716.81","$8,524,220.91",,,,
2054,4,4,"$1,334,939.11","$1,467,024.53","$1,644,679.38","$2,242,915.92",,,,
2054,4,5,"$1,231,337.01","$1,390,225.53","$1,508,331.01","$1,900,081.09",,,,
2054,4,6,"$1,111,905.69","$1,233,870.18","$1,355,072.29","$1,845,479.95",,,,
2055,1,1,"$3,153,391.98","$3,426,326.41","$4,164,774.79","$5,252,761.28",,,,
2055,1,2,"$7,657,989.84","$8,718,743.70","$11,018,579.64","$15,855,367.51",,,,
2055,1,3,"$393,655.91","$488,844.56","$550,815.36","$675,476.47",,,,
2055,1,4,"$501,645.34","$528,278.09","$598,668.62","$828,426.75",,,,
2055,1,5,"$8,061,247.77","$6,949,528.49","$6,988,116.49","$10,839,434.91",,,,
2055,1,6,"$6,570,121.50","$9,777,668.09","$9,345,590.47","$15,099,062.74",,,,
2055,2,1,"$2,988,074.42","$3,219,894.78","$3,829,290.93","$4,884,285.44",,,,
2055,2,2,"$10,000,246.14","$12,724,568.06","$12,237,755.85","$18,851,526.79",,,,
2055,2,3,"$1,371,730.75","$1,573,595.59","$1,778,456.27","$2,283,693.49",,,,
2055,2,4,"$998,311.97","$1,166,670.29","$1,301,451.47","$1,727,151.95",,,,
2055,2,5,"$7,543,002.34","$11,566,064.56","$11,402,308.53","$15,196,071.34",,,,
2055,2,6,"$11,625,829.14","$11,802,926.66","$13,759,987.60","$16,277,254.88",,,,
2055,3,1,"$169,563,196.61","$211,656,834.87","$242,839,439.81","$304,708,189.85",,,,
2055,3,2,"$101,864,683.10","$123,464,377.05","$132,743,100.34","$190,641,350.77",,,,
2055,3,3,"$55,056,724.31","$60,406,979.38","$65,920,126.73","$79,588,454.25",,,,
2055,3,4,"$73,851,190.53","$50,190,298.77","$86,470,757.52","$92,362,301.44",,,,
2055,3,5,"$60,019,315.81","$99,168,050.08","$74,685,330.66","$142,131,659.60",,,,
2055,3,6,"$122,965,963.32","$115,560,214.10","$130,162,624.11","$186,790,701.58",,,,
2055,4,1,"$6,449,225.79","$6,883,550.77","$8,084,915.92","$10,960,725.22",,,,
2055,4,2,"$8,068,617.28","$9,393,886.68","$10,338,445.76","$13,300,178.16",,,,
2055,4,3,"$5,099,213.11","$5,992,872.01","$6,307,889.71","$8,814,656.20",,,,
2055,4,4,"$1,263,671.45","$1,518,901.10","$1,757,923.70","$2,084,541.02",,,,
2055,4,5,"$1,154,316.51","$1,274,559.65","$1,374,940.34","$1,924,127.55",,,,
2055,4,6,"$932,633.76","$1,106,224.10","$1,466,488.37","$1,954,493.05",,,,
2056,1,1,"$3,250,826.60","$3,440,884.67","$4,011,176.94","$5,451,010.42",,,,
2056,1,2,"$7,792,123.91","$9,794,336.05","$10,546,348.70","$13,368,791.74",,,,
2056,1,3,"$443,904.10","$460,387.82","$509,727.03","$722,183.65",,,,
2056,1,4,"$471,237.18","$544,009.39","$643,810.00","$831,845.03",,,,
2056,1,5,"$4,640,836.37","$7,315,522.79","$9,633,205.39","$12,775,622.84",,,,
2056,1,6,"$7,036,136.03","$11,012,837.85","$13,652,630.83","$13,758,301.46",,,,
2056,2,1,"$2,833,140.66","$3,259,424.13","$3,838,724.52","$5,040,730.89",,,,
2056,2,2,"$11,896,491.08","$11,542,230.23","$14,710,487.12","$18,077,396.00",,,,
2056,2,3,"$1,380,865.47","$1,550,934.15","$1,785,418.67","$2,332,885.42",,,,
2056,2,4,"$1,009,726.73","$1,110,655.10","$1,356,299.85","$1,817,936.79",,,,
2056,2,5,"$9,088,340.90","$9,567,668.62","$9,777,866.42","$13,761,845.34",,,,
2056,2,6,"$13,313,157.58","$11,518,924.98","$13,730,081.53","$15,202,932.39",,,,
2056,3,1,"$154,012,175.35","$222,133,195.35","$227,368,774.45","$323,715,429.95",,,,
2056,3,2,"$101,240,833.11","$112,142,417.83","$141,984,692.61","$165,797,401.62",,,,
2056,3,3,"$46,320,766.83","$58,071,044.30","$65,375,283.44","$77,406,348.70",,,,
2056,3,4,"$74,002,658.91","$74,896,863.33","$68,376,327.34","$114,550,443.63",,,,
2056,3,5,"$79,989,144.70","$108,049,291.55","$90,698,740.72","$153,959,043.75",,,,
2056,3,6,"$106,452,058.65","$117,619,799.50","$149,682,663.57","$224,932,855.78",,,,
2056,4,1,"$6,347,744.33","$7,348,029.06","$8,380,230.18","$10,400,565.25",,,,
2056,4,2,"$8,148,035.78","$9,565,153.84","$10,794,064.52","$14,818,904.30",,,,
2056,4,3,"$5,645,277.20","$5,610,264.37","$7,077,884.83","$9,077,795.92",,,,
2056,4,4,"$1,340,559.13","$1,577,690.91","$1,894,584.96","$2,314,809.04",,,,
2056,4,5,"$1,106,338.29","$1,287,809.21","$1,376,788.17","$1,987,317.11",,,,
2056,4,6,"$1,129,551.16","$1,346,537.62","$1,469,825.59","$2,020,170.63",,,,
2057,1,1,"$3,107,930.74","$3,735,512.33","$4,295,754.74","$5,239,370.13",,,,
2057,1,2,"$9,028,885.12","$10,706,013.20","$10,351,288.09","$12,891,231.83",,,,
2057,1,3,"$437,492.08","$450,915.51","$553,924.39","$751,601.63",,,,
2057,1,4,"$522,334.74","$534,813.56","$647,733.91","$843,027.99",,,,
2057,1,5,"$5,574,219.45","$6,524,113.42","$8,263,987.68","$12,024,875.29",,,,
2057,1,6,"$7,721,705.15","$7,706,562.27","$11,987,718.12","$17,074,535.04",,,,
2057,2,1,"$3,016,310.31","$3,237,573.22","$3,940,571.80","$5,383,185.11",,,,
2057,2,2,"$8,189,940.73","$13,524,682.16","$13,255,162.90","$15,293,264.92",,,,
2057,2,3,"$1,382,308.77","$1,586,762.19","$1,814,817.89","$2,426,215.98",,,,
2057,2,4,"$1,060,508.14","$1,193,247.88","$1,322,169.84","$1,748,687.09",,,,
2057,2,5,"$7,243,303.72","$8,828,545.37","$9,674,132.34","$14,930,077.14",,,,
2057,2,6,"$11,054,887.37","$13,342,964.00","$12,603,354.02","$20,938,626.34",,,,
2057,3,1,"$209,702,041.06","$202,331,889.41","$211,559,883.89","$273,763,083.84",,,,
2057,3,2,"$89,229,809.51","$83,725,762.15","$129,964,870.89","$183,581,634.06",,,,
2057,3,3,"$56,901,485.23","$56,936,078.23","$75,872,409.67","$73,703,694.94",,,,
2057,3,4,"$92,555,367.90","$73,962,066.22","$74,593,902.25","$133,198,043.82",,,,
2057,3,5,"$67,596,555.41","$89,541,288.68","$79,939,035.48","$128,790,798.07",,,,
2057,3,6,"$113,633,362.10","$102,763,693.57","$143,919,033.64","$167,402,205.39",,,,
2057,4,1,"$6,085,506.85","$7,099,570.92","$8,513,403.24","$11,061,929.03",,,,
2057,4,2,"$7,969,213.41","$10,135,658.25","$10,309,770.87","$14,347,867.99",,,,
2057,4,3,"$5,418,857.13","$6,546,024.21","$7,029,446.85","$9,735,869.82",,,,
2057,4,4,"$1,287,021.52","$1,502,372.83","$1,808,011.65","$2,257,780.35",,,,
2057,4,5,"$1,251,262.69","$1,338,638.31","$1,479,245.49","$1,998,647.72",,,,
2057,4,6,"$1,165,028.20","$1,337,538.20","$1,467,028.73","$1,968,359.66",,,,
2058,1,1,"$3,300,491.02","$3,466,367.87","$4,299,621.35","$5,504,172.74",,,,
2058,1,2,"$6,991,117.40","$9,076,771.06","$13,127,033.98","$15,894,970.08",,,,
2058,1,3,"$415,619.26","$470,965.03","$536,244.06","$759,056.61",,,,
2058,1,4,"$511,274.44","$570,104.05","$666,305.54","$871,729.78",,,,
2058,1,5,"$5,913,812.77","$7,944,757.60","$9,933,523.89","$10,444,055.31",,,,
2058,1,6,"$9,527,924.88","$9,247,227.94","$8,551,577.63","$16,189,213.12",,,,
2058,2,1,"$2,824,431.34","$3,236,075.12","$3,975,551.29","$5,037,597.01",,,,
2058,2,2,"$9,987,651.63","$12,138,060.38","$14,684,400.20","$21,054,083.97",,,,
2058,2,3,"$1,387,106.26","$1,570,187.14","$1,828,192.60","$2,465,981.09",,,,
2058,2,4,"$988,094.95","$1,144,290.24","$1,360,163.84","$1,851,842.44",,,,
2058,2,5,"$9,167,022.92","$8,377,367.56","$11,594,445.66","$13,328,471.42",,,,
2058,2,6,"$10,471,417.81","$13,398,694.95","$14,422,743.44","$19,292,854.59",,,,
2058,3,1,"$145,521,058.01","$186,054,778.19","$277,178,161.17","$316,257,803.64",,,,
2058,3,2,"$98,591,436.08","$112,529,776.30","$141,410,498.38","$177,095,648.18",,,,
2058,3,3,"$40,374,919.43","$53,568,918.64","$67,681,755.98","$102,235,824.82",,,,
2058,3,4,"$45,692,718.52","$62,403,902.48","$100,031,579.23","$132,508,999.01",,,,
2058,3,5,"$58,626,944.36","$91,933,433.40","$124,967,252.77","$134,947,551.96",,,,
2058,3,6,"$103,604,903.05","$111,819,136.08","$122,283,192.63","$163,030,033.56",,,,
2058,4,1,"$5,975,167.08","$7,022,844.73","$8,394,896.05","$11,322,914.13",,,,
2058,4,2,"$8,009,623.55","$9,590,006.38","$10,323,679.59","$14,542,093.99",,,,
2058,4,3,"$5,494,939.10","$6,195,661.31","$7,139,004.09","$9,861,135.00",,,,
2058,4,4,"$1,391,123.47","$1,515,498.69","$1,808,371.85","$2,422,921.38",,,,
2058,4,5,"$1,133,820.68","$1,326,098.85","$1,639,606.48","$2,040,091.71",,,,
2058,4,6,"$1,143,326.89","$1,204,582.51","$1,422,250.40","$2,216,420.70",,,,
2059,1,1,"$2,957,598.65","$3,808,987.00","$4,164,167.40","$5,461,845.63",,,,
2059,1,2,"$8,845,815.67","$10,110,792.16","$10,277,167.37","$14,879,602.46",,,,
2059,1,3,"$427,734.66","$488,545.42","$596,003.26","$737,874.68",,,,
2059,1,4,"$435,480.93","$552,486.70","$596,007.82","$853,299.10",,,,
2059,1,5,"$6,802,266.81","$5,483,645.61","$8,198,351.31","$9,656,876.05",,,,
2059,1,6,"$8,002,223.50","$8,327,853.69","$12,555,164.32","$13,835,195.41",,,,
2059,2,1,"$2,881,541.72","$3,185,246.58","$4,012,285.10","$5,284,473.66",,,,
2059,2,2,"$11,013,307.94","$15,148,289.19","$16,820,135.80","$18,735,013.99",,,,
2059,2,3,"$1,392,306.77","$1,577,991.58","$1,855,006.74","$2,507,770.39",,,,
2059,2,4,"$1,021,275.61","$1,148,203.12","$1,374,949.20","$1,829,290.57",,,,
2059,2,5,"$7,123,687.25","$10,129,352.29","$8,691,092.51","$15,486,842.70",,,,
2059,2,6,"$14,427,333.61","$10,536,145.59","$12,582,919.30","$19,030,537.59",,,,
2059,3,1,"$181,178,283.03","$225,802,945.40","$250,068,626.24","$345,787,962.98",,,,
2059,3,2,"$123,498,230.71","$119,774,448.10","$128,743,589.25","$194,698,963.99",,,,
2059,3,3,"$51,895,437.29","$68,955,302.55","$69,852,581.70","$105,305,465.06",,,,
2059,3,4,"$67,722,469.34","$90,087,897.95","$86,248,408.43","$97,467,160.25",,,,
2059,3,5,"$66,948,497.69","$107,248,066.29","$97,030,528.73","$161,761,064.66",,,,
2059,3,6,"$108,311,684.65","$124,600,858.31","$149,101,490.86","$180,910,508.96",,,,
2059,4,1,"$6,335,899.62","$7,185,137.91","$8,451,776.34","$11,927,631.77",,,,
2059,4,2,"$7,329,500.67","$9,205,578.36","$11,400,672.28","$15,006,765.16",,,,
2059,4,3,"$5,378,009.21","$6,330,998.91","$7,542,917.54","$10,115,042.30",,,,
2059,4,4,"$1,435,872.19","$1,589,446.41","$1,852,547.83","$2,380,144.98",,,,
2059,4,5,"$1,215,994.76","$1,329,423.56","$1,499,641.79","$2,106,503.15",,,,
2059,4,6,"$1,032,684.39","$1,327,896.70","$1,571,281.97","$2,097,957.67",,,,
2060,1,1,"$3,136,323.49","$3,685,129.29","$4,227,473.66","$5,586,053.01",,,,
2060,1,2,"$8,408,794.93","$9,141,466.01","$10,869,563.57","$14,953,951.21",,,,
2060,1,3,"$420,053.43","$499,811.99","$552,385.47","$808,650.02",,,,
2060,1,4,"$492,002.63","$532,200.97","$607,602.74","$937,710.71",,,,
2060,1,5,"$5,978,569.25","$5,798,824.12","$8,353,305.88","$11,967,347.29",,,,
2060,1,6,"$9,816,072.05","$8,401,881.28","$12,872,203.74","$14,354,186.41",,,,
2060,2,1,"$2,850,979.32","$3,325,679.14","$4,029,212.96","$5,502,615.82",,,,
2060,2,2,"$12,706,034.92","$15,995,105.63","$16,073,792.42","$22,340,333.73",,,,
2060,2,3,"$1,411,787.45","$1,608,188.79","$1,893,874.02","$2,566,263.68",,,,
2060,2,4,"$1,005,134.83","$1,164,405.50","$1,376,688.95","$1,874,658.64",,,,
2060,2,5,"$7,405,528.14","$11,119,448.36","$13,459,197.27","$13,849,525.74",,,,
2060,2,6,"$11,063,236.20","$11,242,710.22","$14,037,081.21","$16,736,356.69",,,,
2060,3,1,"$179,966,770.31","$237,447,394.59","$195,040,101.82","$307,702,027.02",,,,
2060,3,2,"$112,521,603.18","$115,768,236.98","$141,629,365.08","$159,832,529.71",,,,
2060,3,3,"$54,752,520.80","$56,052,295.96","$66,270,038.91","$95,959,159.21",,,,
2060,3,4,"$63,535,706.58","$56,516,481.44","$88,472,595.25","$153,176,078.35",,,,
2060,3,5,"$77,941,049.26","$89,947,226.87","$116,479,477.02","$151,911,592.16",,,,
2060,3,6,"$75,334,349.36","$134,016,524.98","$120,612,367.11","$185,918,184.62",,,,
2060,4,1,"$6,359,381.27","$7,685,139.01","$9,011,717.54","$12,164,555.61",,,,
2060,4,2,"$8,452,617.08","$9,711,094.12","$11,654,506.33","$15,169,758.31",,,,
2060,4,3,"$5,546,850.07","$6,091,660.22","$7,384,778.21","$9,821,882.78",,,,
2060,4,4,"$1,306,111.19","$1,569,225.74","$1,820,701.45","$2,613,614.82",,,,
2060,4,5,"$1,219,786.09","$1,447,663.84","$1,689,481.06","$2,136,203.04",,,,
2060,4,6,"$1,036,398.49","$1,243,573.09","$1,462,084.23","$2,177,652.12",,,,
2061,1,1,"$3,172,417.33","$3,603,358.84","$4,511,670.72","$6,155,037.47",,,,
2061,1,2,"$8,721,958.49","$9,594,079.98","$8,427,419.62","$15,916,340.02",,,,
2061,1,3,"$421,835.07","$493,114.36","$571,437.02","$820,096.15",,,,
2061,1,4,"$511,583.95","$557,006.14","$660,486.74","$897,405.48",,,,
2061,1,5,"$6,722,791.45","$6,987,054.51","$9,970,426.77","$14,615,331.84",,,,
2061,1,6,"$11,293,125.16","$7,106,282.64","$12,413,815.88","$16,261,543.30",,,,
2061,2,1,"$2,966,311.63","$3,246,342.82","$4,223,137.23","$5,799,087.73",,,,
2061,2,2,"$10,958,856.99","$10,863,411.62","$12,075,276.52","$20,985,342.57",,,,
2061,2,3,"$1,381,905.10","$1,617,336.07","$1,936,054.40","$2,667,671.09",,,,
2061,2,4,"$1,025,460.29","$1,196,114.49","$1,398,563.17","$1,905,450.65",,,,
2061,2,5,"$8,682,017.06","$9,334,540.65","$9,866,335.15","$14,518,542.91",,,,
2061,2,6,"$10,876,883.63","$11,829,943.41","$14,287,212.93","$19,420,771.75",,,,
2061,3,1,"$156,359,250.72","$219,889,281.30","$255,944,560.73","$411,486,634.36",,,,
2061,3,2,"$92,430,899.59","$100,523,959.25","$157,266,916.39","$171,478,595.20",,,,
2061,3,3,"$40,141,348.88","$68,168,800.91","$59,819,230.80","$105,274,776.92",,,,
2061,3,4,"$63,682,492.20","$85,878,433.28","$74,489,358.89","$132,704,010.25",,,,
2061,3,5,"$64,270,998.56","$112,856,668.03","$113,154,215.11","$146,437,450.57",,,,
2061,3,6,"$97,728,835.77","$114,371,619.16","$122,757,933.28","$207,020,866.38",,,,
2061,4,1,"$6,357,651.54","$7,552,552.07","$9,143,732.02","$12,304,960.81",,,,
2061,4,2,"$7,878,086.75","$9,188,101.34","$11,808,520.26","$15,448,105.15",,,,
2061,4,3,"$5,387,978.26","$6,347,210.69","$7,247,503.47","$9,824,256.94",,,,
2061,4,4,"$1,346,167.37","$1,565,526.36","$1,841,826.59","$2,701,916.64",,,,
2061,4,5,"$1,137,898.73","$1,424,299.75","$1,562,995.87","$2,224,487.79",,,,
2061,4,6,"$1,262,099.95","$1,358,614.29","$1,535,672.55","$2,197,311.79",,,,
2062,1,1,"$3,181,695.45","$3,486,860.52","$4,133,946.15","$6,018,390.03",,,,
2062,1,2,"$8,307,129.41","$9,289,060.74","$12,182,236.40","$16,862,639.42",,,,
2062,1,3,"$405,549.58","$514,281.76","$584,400.94","$817,457.32",,,,
2062,1,4,"$502,041.48","$536,145.18","$699,671.61","$945,969.00",,,,
2062,1,5,"$6,119,263.31","$8,790,605.99","$9,985,387.89","$13,530,185.97",,,,
2062,1,6,"$7,099,699.57","$10,449,250.13","$12,346,332.93","$15,452,615.64",,,,
2062,2,1,"$3,072,995.81","$3,624,558.87","$4,064,149.58","$5,771,144.16",,,,
2062,2,2,"$11,960,740.26","$13,857,407.81","$13,588,600.52","$20,400,527.82",,,,
2062,2,3,"$1,389,384.01","$1,627,431.42","$1,955,267.94","$2,696,727.03",,,,
2062,2,4,"$1,040,256.24","$1,186,384.15","$1,480,716.21","$1,957,533.21",,,,
2062,2,5,"$9,768,425.06","$11,171,501.60","$10,564,683.21","$14,903,095.38",,,,
2062,2,6,"$9,986,969.04","$11,268,227.27","$14,691,297.37","$18,216,691.54",,,,
2062,3,1,"$216,101,154.71","$163,006,928.24","$255,562,011.85","$364,373,160.36",,,,
2062,3,2,"$114,859,811.78","$114,186,698.44","$142,671,576.61","$191,743,229.35",,,,
2062,3,3,"$52,000,781.77","$54,743,417.84","$74,446,576.13","$90,865,102.05",,,,
2062,3,4,"$56,389,741.61","$61,548,533.97","$101,426,419.08","$139,886,849.50",,,,
2062,3,5,"$91,033,922.06","$89,385,959.45","$144,352,184.22","$164,099,508.95",,,,
2062,3,6,"$123,389,141.43","$119,573,078.89","$137,163,283.85","$189,603,908.91",,,,
2062,4,1,"$6,034,047.57","$7,403,842.27","$9,328,046.63","$12,456,959.97",,,,
2062,4,2,"$8,004,491.83","$10,152,210.32","$11,058,273.40","$16,584,936.17",,,,
2062,4,3,"$5,286,697.48","$6,081,170.87","$7,804,315.64","$9,982,284.23",,,,
2062,4,4,"$1,414,165.07","$1,477,576.63","$1,941,709.64","$2,576,441.89",,,,
2062,4,5,"$1,199,899.25","$1,296,735.76","$1,577,120.07","$2,229,168.71",,,,
2062,4,6,"$1,220,972.11","$1,302,280.45","$1,612,923.17","$2,071,205.44",,,,
2063,1,1,"$3,210,150.52","$3,613,481.20","$4,525,485.87","$6,483,563.93",,,,
2063,1,2,"$8,817,808.95","$9,913,936.66","$11,665,127.32","$16,519,521.86",,,,
2063,1,3,"$412,081.52","$505,549.12","$562,716.52","$837,944.56",,,,
