Region,Year,Quarter,Emissions,Hazard Type,Minor Expectation,Medium Expectation,Major Expectation
5,2024,1,Very High,Heat,0.0354,0,0
5,2025,1,Very High,Heat,0.036,0,0
5,2026,1,Very High,Heat,0.0366,0,0
5,2027,1,Very High,Heat,0.0372,0,0
5,2028,1,Very High,Heat,0.0378,0,0
5,2029,1,Very High,Heat,0.0384,0,0
5,2030,1,Very High,Heat,0.039,0,0
5,2031,1,Very High,Heat,0.0398,0,0
5,2032,1,Very High,Heat,0.0406,0,0
5,2033,1,Very High,Heat,0.0414,0,0
5,2034,1,Very High,Heat,0.0422,0,0
5,2035,1,Very High,Heat,0.043,0,0
5,2036,1,Very High,Heat,0.0438,0,0
5,2037,1,Very High,Heat,0.0446,0,0
5,2038,1,Very High,Heat,0.0454,0,0
5,2039,1,Very High,Heat,0.0462,0,0
5,2040,1,Very High,Heat,0.047,0,0
5,2041,1,Very High,Heat,0.0482,0,0
5,2042,1,Very High,Heat,0.0494,0,0
5,2043,1,Very High,Heat,0.0506,0,0
5,2044,1,Very High,Heat,0.0518,0,0
5,2045,1,Very High,Heat,0.053,0,0
5,2046,1,Very High,Heat,0.0542,0,0
5,2047,1,Very High,Heat,0.0554,0,0
5,2048,1,Very High,Heat,0.0566,0,0
5,2049,1,Very High,Heat,0.0578,0,0
5,2050,1,Very High,Heat,0.059,0,0
5,2051,1,Very High,Heat,0.0608,0,0
5,2052,1,Very High,Heat,0.0626,0,0
5,2053,1,Very High,Heat,0.0644,0,0
5,2054,1,Very High,Heat,0.0662,0,0
5,2055,1,Very High,Heat,0.068,0,0
5,2056,1,Very High,Heat,0.0698,0,0
5,2057,1,Very High,Heat,0.0716,0,0
5,2058,1,Very High,Heat,0.0734,0,0
5,2059,1,Very High,Heat,0.0752,0,0
5,2060,1,Very High,Heat,0.077,0,0
5,2061,1,Very High,Heat,0.0794,0,0
5,2062,1,Very High,Heat,0.0818,0,0
5,2063,1,Very High,Heat,0.0842,0,0
5,2064,1,Very High,Heat,0.0866,0,0
5,2065,1,Very High,Heat,0.089,0,0
5,2066,1,Very High,Heat,0.0914,0,0
5,2067,1,Very High,Heat,0.0938,0,0
5,2068,1,Very High,Heat,0.0962,0,0
5,2069,1,Very High,Heat,0.0986,0,0
5,2070,1,Very High,Heat,0.101,0,0
5,2071,1,Very High,Heat,0.1043,0,0
5,2072,1,Very High,Heat,0.1076,0,0
5,2073,1,Very High,Heat,0.1109,0,0
5,2074,1,Very High,Heat,0.1142,0,0
5,2075,1,Very High,Heat,0.1175,0,0
5,2076,1,Very High,Heat,0.1208,0,0
5,2077,1,Very High,Heat,0.1241,0,0
5,2078,1,Very High,Heat,0.1274,0,0
5,2079,1,Very High,Heat,0.1307,0,0
5,2080,1,Very High,Heat,0.134,0,0
5,2081,1,Very High,Heat,0.1382,0,0
5,2082,1,Very High,Heat,0.1424,0,0
5,2083,1,Very High,Heat,0.1466,0,0
5,2084,1,Very High,Heat,0.1508,0,0
5,2085,1,Very High,Heat,0.155,0,0
5,2086,1,Very High,Heat,0.1592,0,0
5,2087,1,Very High,Heat,0.1634,0,0
5,2088,1,Very High,Heat,0.1676,0,0
5,2089,1,Very High,Heat,0.1718,0,0
5,2090,1,Very High,Heat,0.176,0,0
5,2091,1,Very High,Heat,0.1809,0,0
5,2092,1,Very High,Heat,0.1858,0,0
5,2093,1,Very High,Heat,0.1907,0,0
5,2094,1,Very High,Heat,0.1956,0,0
5,2095,1,Very High,Heat,0.2005,0,0
5,2096,1,Very High,Heat,0.2054,0,0
5,2097,1,Very High,Heat,0.2103,0,0
5,2098,1,Very High,Heat,0.2152,0,0
5,2099,1,Very High,Heat,0.2201,0,0
5,2100,1,Very High,Heat,0.225,0,0
5,2101,1,Very High,Heat,0.2304,0,0
5,2102,1,Very High,Heat,0.2358,0,0
5,2103,1,Very High,Heat,0.2412,0,0
5,2104,1,Very High,Heat,0.2466,0,0
5,2105,1,Very High,Heat,0.252,0,0
5,2106,1,Very High,Heat,0.2574,0,0
5,2107,1,Very High,Heat,0.2628,0,0
5,2108,1,Very High,Heat,0.2682,0,0
5,2109,1,Very High,Heat,0.2736,0,0
5,2110,1,Very High,Heat,0.279,0,0
5,2111,1,Very High,Heat,0.2851,0,0
5,2112,1,Very High,Heat,0.2912,0,0
5,2113,1,Very High,Heat,0.2973,0,0
5,2114,1,Very High,Heat,0.3034,0,0
5,2115,1,Very High,Heat,0.3095,0,0
5,2116,1,Very High,Heat,0.3156,0,0
5,2117,1,Very High,Heat,0.3217,0,0
5,2118,1,Very High,Heat,0.3278,0,0
5,2119,1,Very High,Heat,0.3339,0,0
5,2120,1,Very High,Heat,0.34,0,0
5,2121,1,Very High,Heat,0.3466,0,0
5,2122,1,Very High,Heat,0.3532,0,0
5,2123,1,Very High,Heat,0.3598,0,0
5,2124,1,Very High,Heat,0.3664,0,0
5,2125,1,Very High,Heat,0.373,0,0
5,2126,1,Very High,Heat,0.3796,0,0
5,2127,1,Very High,Heat,0.3862,0,0
5,2128,1,Very High,Heat,0.3928,0,0
5,2129,1,Very High,Heat,0.3994,0,0
5,2130,1,Very High,Heat,0.406,0,0
5,2131,1,Very High,Heat,0.4133,0,0
5,2132,1,Very High,Heat,0.4206,0,0
5,2133,1,Very High,Heat,0.4279,0,0
5,2134,1,Very High,Heat,0.4352,0,0
5,2135,1,Very High,Heat,0.4425,0,0
5,2136,1,Very High,Heat,0.4498,0,0
5,2137,1,Very High,Heat,0.4571,0,0
5,2138,1,Very High,Heat,0.4644,0,0
5,2139,1,Very High,Heat,0.4717,0,0
5,2140,1,Very High,Heat,0.479,0,0
5,2141,1,Very High,Heat,0.4868,0,0
5,2142,1,Very High,Heat,0.4946,0,0
5,2143,1,Very High,Heat,0.5024,0,0
5,2144,1,Very High,Heat,0.5102,0,0
5,2145,1,Very High,Heat,0.518,0,0
5,2146,1,Very High,Heat,0.5258,0,0
5,2147,1,Very High,Heat,0.5336,0,0
5,2148,1,Very High,Heat,0.5414,0,0
5,2149,1,Very High,Heat,0.5492,0,0
5,2150,1,Very High,Heat,0.557,0,0
6,2020,1,Very High,Heat,0.033,0,0
6,2021,1,Very High,Heat,0.0336,0,0
6,2022,1,Very High,Heat,0.0342,0,0
6,2023,1,Very High,Heat,0.0348,0,0
6,2024,1,Very High,Heat,0.0354,0,0
6,2025,1,Very High,Heat,0.036,0,0
6,2026,1,Very High,Heat,0.0366,0,0
6,2027,1,Very High,Heat,0.0372,0,0
6,2028,1,Very High,Heat,0.0378,0,0
6,2029,1,Very High,Heat,0.0384,0,0
6,2030,1,Very High,Heat,0.039,0,0
6,2031,1,Very High,Heat,0.0398,0,0
6,2032,1,Very High,Heat,0.0406,0,0
6,2033,1,Very High,Heat,0.0414,0,0
6,2034,1,Very High,Heat,0.0422,0,0
6,2035,1,Very High,Heat,0.043,0,0
6,2036,1,Very High,Heat,0.0438,0,0
6,2037,1,Very High,Heat,0.0446,0,0
6,2038,1,Very High,Heat,0.0454,0,0
6,2039,1,Very High,Heat,0.0462,0,0
6,2040,1,Very High,Heat,0.047,0,0
6,2041,1,Very High,Heat,0.0482,0,0
6,2042,1,Very High,Heat,0.0494,0,0
6,2043,1,Very High,Heat,0.0506,0,0
6,2044,1,Very High,Heat,0.0518,0,0
6,2045,1,Very High,Heat,0.053,0,0
6,2046,1,Very High,Heat,0.0542,0,0
6,2047,1,Very High,Heat,0.0554,0,0
6,2048,1,Very High,Heat,0.0566,0,0
6,2049,1,Very High,Heat,0.0578,0,0
6,2050,1,Very High,Heat,0.059,0,0
6,2051,1,Very High,Heat,0.0608,0,0
6,2052,1,Very High,Heat,0.0626,0,0
6,2053,1,Very High,Heat,0.0644,0,0
6,2054,1,Very High,Heat,0.0662,0,0
6,2055,1,Very High,Heat,0.068,0,0
6,2056,1,Very High,Heat,0.0698,0,0
6,2057,1,Very High,Heat,0.0716,0,0
6,2058,1,Very High,Heat,0.0734,0,0
6,2059,1,Very High,Heat,0.0752,0,0
6,2060,1,Very High,Heat,0.077,0,0
6,2061,1,Very High,Heat,0.0794,0,0
6,2062,1,Very High,Heat,0.0818,0,0
6,2063,1,Very High,Heat,0.0842,0,0
6,2064,1,Very High,Heat,0.0866,0,0
6,2065,1,Very High,Heat,0.089,0,0
6,2066,1,Very High,Heat,0.0914,0,0
6,2067,1,Very High,Heat,0.0938,0,0
6,2068,1,Very High,Heat,0.0962,0,0
6,2069,1,Very High,Heat,0.0986,0,0
6,2070,1,Very High,Heat,0.101,0,0
6,2071,1,Very High,Heat,0.1043,0,0
6,2072,1,Very High,Heat,0.1076,0,0
6,2073,1,Very High,Heat,0.1109,0,0
6,2074,1,Very High,Heat,0.1142,0,0
6,2075,1,Very High,Heat,0.1175,0,0
6,2076,1,Very High,Heat,0.1208,0,0
6,2077,1,Very High,Heat,0.1241,0,0
6,2078,1,Very High,Heat,0.1274,0,0
6,2079,1,Very High,Heat,0.1307,0,0
6,2080,1,Very High,Heat,0.134,0,0
6,2081,1,Very High,Heat,0.1382,0,0
6,2082,1,Very High,Heat,0.1424,0,0
6,2083,1,Very High,Heat,0.1466,0,0
6,2084,1,Very High,Heat,0.1508,0,0
6,2085,1,Very High,Heat,0.155,0,0
6,2086,1,Very High,Heat,0.1592,0,0
6,2087,1,Very High,Heat,0.1634,0,0
6,2088,1,Very High,Heat,0.1676,0,0
6,2089,1,Very High,Heat,0.1718,0,0
6,2090,1,Very High,Heat,0.176,0,0
6,2091,1,Very High,Heat,0.1809,0,0
6,2092,1,Very High,Heat,0.1858,0,0
6,2093,1,Very High,Heat,0.1907,0,0
6,2094,1,Very High,Heat,0.1956,0,0
6,2095,1,Very High,Heat,0.2005,0,0
6,2096,1,Very High,Heat,0.2054,0,0
6,2097,1,Very High,Heat,0.2103,0,0
6,2098,1,Very High,Heat,0.2152,0,0
6,2099,1,Very High,Heat,0.2201,0,0
6,2100,1,Very High,Heat,0.225,0,0
6,2101,1,Very High,Heat,0.2304,0,0
6,2102,1,Very High,Heat,0.2358,0,0
6,2103,1,Very High,Heat,0.2412,0,0
6,2104,1,Very High,Heat,0.2466,0,0
6,2105,1,Very High,Heat,0.252,0,0
6,2106,1,Very High,Heat,0.2574,0,0
6,2107,1,Very High,Heat,0.2628,0,0
6,2108,1,Very High,Heat,0.2682,0,0
6,2109,1,Very High,Heat,0.2736,0,0
6,2110,1,Very High,Heat,0.279,0,0
6,2111,1,Very High,Heat,0.2851,0,0
6,2112,1,Very High,Heat,0.2912,0,0
6,2113,1,Very High,Heat,0.2973,0,0
6,2114,1,Very High,Heat,0.3034,0,0
6,2115,1,Very High,Heat,0.3095,0,0
6,2116,1,Very High,Heat,0.3156,0,0
6,2117,1,Very High,Heat,0.3217,0,0
6,2118,1,Very High,Heat,0.3278,0,0
6,2119,1,Very High,Heat,0.3339,0,0
6,2120,1,Very High,Heat,0.34,0,0
6,2121,1,Very High,Heat,0.3466,0,0
6,2122,1,Very High,Heat,0.3532,0,0
6,2123,1,Very High,Heat,0.3598,0,0
6,2124,1,Very High,Heat,0.3664,0,0
6,2125,1,Very High,Heat,0.373,0,0
6,2126,1,Very High,Heat,0.3796,0,0
6,2127,1,Very High,Heat,0.3862,0,0
6,2128,1,Very High,Heat,0.3928,0,0
6,2129,1,Very High,Heat,0.3994,0,0
6,2130,1,Very High,Heat,0.406,0,0
6,2131,1,Very High,Heat,0.4133,0,0
6,2132,1,Very High,Heat,0.4206,0,0
6,2133,1,Very High,Heat,0.4279,0,0
6,2134,1,Very High,Heat,0.4352,0,0
6,2135,1,Very High,Heat,0.4425,0,0
6,2136,1,Very High,Heat,0.4498,0,0
6,2137,1,Very High,Heat,0.4571,0,0
6,2138,1,Very High,Heat,0.4644,0,0
6,2139,1,Very High,Heat,0.4717,0,0
6,2140,1,Very High,Heat,0.479,0,0
6,2141,1,Very High,Heat,0.4868,0,0
6,2142,1,Very High,Heat,0.4946,0,0
6,2143,1,Very High,Heat,0.5024,0,0
6,2144,1,Very High,Heat,0.5102,0,0
6,2145,1,Very High,Heat,0.518,0,0
6,2146,1,Very High,Heat,0.5258,0,0
6,2147,1,Very High,Heat,0.5336,0,0
6,2148,1,Very High,Heat,0.5414,0,0
6,2149,1,Very High,Heat,0.5492,0,0
6,2150,1,Very High,Heat,0.557,0,0
1,2020,2,Very High,Heat,0,0,0
1,2021,2,Very High,Heat,0,0,0
1,2022,2,Very High,Heat,0,0,0
1,2023,2,Very High,Heat,0,0,0
1,2024,2,Very High,Heat,0,0,0
1,2025,2,Very High,Heat,0,0,0
1,2026,2,Very High,Heat,0,0,0
1,2027,2,Very High,Heat,0,0,0
1,2028,2,Very High,Heat,0,0,0
1,2029,2,Very High,Heat,0,0,0
1,2030,2,Very High,Heat,0,0,0
1,2031,2,Very High,Heat,0,0,0
1,2032,2,Very High,Heat,0,0,0
1,2033,2,Very High,Heat,0,0,0
1,2034,2,Very High,Heat,0,0,0
1,2035,2,Very High,Heat,0,0,0
1,2036,2,Very High,Heat,0,0,0
1,2037,2,Very High,Heat,0,0,0
1,2038,2,Very High,Heat,0,0,0
1,2039,2,Very High,Heat,0,0,0
1,2040,2,Very High,Heat,0,0,0
1,2041,2,Very High,Heat,0,0,0
1,2042,2,Very High,Heat,0,0,0
1,2043,2,Very High,Heat,0,0,0
1,2044,2,Very High,Heat,0,0,0
1,2045,2,Very High,Heat,0,0,0
1,2046,2,Very High,Heat,0,0,0
1,2047,2,Very High,Heat,0,0,0
1,2048,2,Very High,Heat,0,0,0
1,2049,2,Very High,Heat,0,0,0
1,2050,2,Very High,Heat,0,0,0
1,2051,2,Very High,Heat,0,0,0
1,2052,2,Very High,Heat,0,0,0
1,2053,2,Very High,Heat,0,0,0
1,2054,2,Very High,Heat,0,0,0
1,2055,2,Very High,Heat,0,0,0
1,2056,2,Very High,Heat,0,0,0
1,2057,2,Very High,Heat,0,0,0
1,2058,2,Very High,Heat,0,0,0
1,2059,2,Very High,Heat,0,0,0
1,2060,2,Very High,Heat,0,0,0
1,2061,2,Very High,Heat,0,0,0
1,2062,2,Very High,Heat,0,0,0
1,2063,2,Very High,Heat,0,0,0
1,2064,2,Very High,Heat,0,0,0
1,2065,2,Very High,Heat,0,0,0
1,2066,2,Very High,Heat,0,0,0
1,2067,2,Very High,Heat,0,0,0
1,2068,2,Very High,Heat,0,0,0
1,2069,2,Very High,Heat,0,0,0
1,2070,2,Very High,Heat,0,0,0
1,2071,2,Very High,Heat,0,0,0
1,2072,2,Very High,Heat,0,0,0
1,2073,2,Very High,Heat,0,0,0
1,2074,2,Very High,Heat,0,0,0
1,2075,2,Very High,Heat,0,0,0
1,2076,2,Very High,Heat,0,0,0
1,2077,2,Very High,Heat,0,0,0
1,2078,2,Very High,Heat,0,0,0
1,2079,2,Very High,Heat,0,0,0
1,2080,2,Very High,Heat,0,0,0
1,2081,2,Very High,Heat,0,0,0
1,2082,2,Very High,Heat,0,0,0
1,2083,2,Very High,Heat,0,0,0
1,2084,2,Very High,Heat,0,0,0
1,2085,2,Very High,Heat,0,0,0
1,2086,2,Very High,Heat,0,0,0
1,2087,2,Very High,Heat,0,0,0
1,2088,2,Very High,Heat,0,0,0
1,2089,2,Very High,Heat,0,0,0
1,2090,2,Very High,Heat,0,0,0
1,2091,2,Very High,Heat,0,0,0
1,2092,2,Very High,Heat,0,0,0
1,2093,2,Very High,Heat,0,0,0
1,2094,2,Very High,Heat,0,0,0
1,2095,2,Very High,Heat,0,0,0
1,2096,2,Very High,Heat,0,0,0
1,2097,2,Very High,Heat,0,0,0
1,2098,2,Very High,Heat,0,0,0
1,2099,2,Very High,Heat,0,0,0
1,2100,2,Very High,Heat,0,0,0
1,2101,2,Very High,Heat,0,0,0
1,2102,2,Very High,Heat,0,0,0
1,2103,2,Very High,Heat,0,0,0
1,2104,2,Very High,Heat,0,0,0
1,2105,2,Very High,Heat,0,0,0
1,2106,2,Very High,Heat,0,0,0
1,2107,2,Very High,Heat,0,0,0
1,2108,2,Very High,Heat,0,0,0
1,2109,2,Very High,Heat,0,0,0
1,2110,2,Very High,Heat,0,0,0
1,2111,2,Very High,Heat,0,0,0
1,2112,2,Very High,Heat,0,0,0
1,2113,2,Very High,Heat,0,0,0
1,2114,2,Very High,Heat,0,0,0
1,2115,2,Very High,Heat,0,0,0
1,2116,2,Very High,Heat,0,0,0
1,2117,2,Very High,Heat,0,0,0
1,2118,2,Very High,Heat,0,0,0
1,2119,2,Very High,Heat,0,0,0
1,2120,2,Very High,Heat,0,0,0
1,2121,2,Very High,Heat,0,0,0
1,2122,2,Very High,Heat,0,0,0
1,2123,2,Very High,Heat,0,0,0
1,2124,2,Very High,Heat,0,0,0
1,2125,2,Very High,Heat,0,0,0
1,2126,2,Very High,Heat,0,0,0
1,2127,2,Very High,Heat,0,0,0
1,2128,2,Very High,Heat,0,0,0
1,2129,2,Very High,Heat,0,0,0
1,2130,2,Very High,Heat,0,0,0
1,2131,2,Very High,Heat,0,0,0
1,2132,2,Very High,Heat,0,0,0
1,2133,2,Very High,Heat,0,0,0
1,2134,2,Very High,Heat,0,0,0
1,2135,2,Very High,Heat,0,0,0
1,2136,2,Very High,Heat,0,0,0
1,2137,2,Very High,Heat,0,0,0
1,2138,2,Very High,Heat,0,0,0
1,2139,2,Very High,Heat,0,0,0
1,2140,2,Very High,Heat,0,0,0
1,2141,2,Very High,Heat,0,0,0
1,2142,2,Very High,Heat,0,0,0
1,2143,2,Very High,Heat,0,0,0
1,2144,2,Very High,Heat,0,0,0
1,2145,2,Very High,Heat,0,0,0
1,2146,2,Very High,Heat,0,0,0
1,2147,2,Very High,Heat,0,0,0
1,2148,2,Very High,Heat,0,0,0
1,2149,2,Very High,Heat,0,0,0
1,2150,2,Very High,Heat,0,0,0
2,2020,2,Very High,Heat,0.033,0,0
2,2021,2,Very High,Heat,0.0336,0,0
2,2022,2,Very High,Heat,0.0342,0,0
2,2023,2,Very High,Heat,0.0348,0,0
2,2024,2,Very High,Heat,0.0354,0,0
2,2025,2,Very High,Heat,0.036,0,0
2,2026,2,Very High,Heat,0.0366,0,0
2,2027,2,Very High,Heat,0.0372,0,0
2,2028,2,Very High,Heat,0.0378,0,0
2,2029,2,Very High,Heat,0.0384,0,0
2,2030,2,Very High,Heat,0.039,0,0
2,2031,2,Very High,Heat,0.0398,0,0
2,2032,2,Very High,Heat,0.0406,0,0
2,2033,2,Very High,Heat,0.0414,0,0
2,2034,2,Very High,Heat,0.0422,0,0
2,2035,2,Very High,Heat,0.043,0,0
2,2036,2,Very High,Heat,0.0438,0,0
2,2037,2,Very High,Heat,0.0446,0,0
2,2038,2,Very High,Heat,0.0454,0,0
2,2039,2,Very High,Heat,0.0462,0,0
2,2040,2,Very High,Heat,0.047,0,0
2,2041,2,Very High,Heat,0.0482,0,0
2,2042,2,Very High,Heat,0.0494,0,0
2,2043,2,Very High,Heat,0.0506,0,0
2,2044,2,Very High,Heat,0.0518,0,0
2,2045,2,Very High,Heat,0.053,0,0
2,2046,2,Very High,Heat,0.0542,0,0
2,2047,2,Very High,Heat,0.0554,0,0
2,2048,2,Very High,Heat,0.0566,0,0
2,2049,2,Very High,Heat,0.0578,0,0
2,2050,2,Very High,Heat,0.059,0,0
2,2051,2,Very High,Heat,0.0608,0,0
2,2052,2,Very High,Heat,0.0626,0,0
2,2053,2,Very High,Heat,0.0644,0,0
2,2054,2,Very High,Heat,0.0662,0,0
2,2055,2,Very High,Heat,0.068,0,0
2,2056,2,Very High,Heat,0.0698,0,0
2,2057,2,Very High,Heat,0.0716,0,0
2,2058,2,Very High,Heat,0.0734,0,0
2,2059,2,Very High,Heat,0.0752,0,0
2,2060,2,Very High,Heat,0.077,0,0
2,2061,2,Very High,Heat,0.0794,0,0
2,2062,2,Very High,Heat,0.0818,0,0
2,2063,2,Very High,Heat,0.0842,0,0
2,2064,2,Very High,Heat,0.0866,0,0
2,2065,2,Very High,Heat,0.089,0,0
2,2066,2,Very High,Heat,0.0914,0,0
2,2067,2,Very High,Heat,0.0938,0,0
2,2068,2,Very High,Heat,0.0962,0,0
2,2069,2,Very High,Heat,0.0986,0,0
2,2070,2,Very High,Heat,0.101,0,0
2,2071,2,Very High,Heat,0.1043,0,0
2,2072,2,Very High,Heat,0.1076,0,0
2,2073,2,Very High,Heat,0.1109,0,0
2,2074,2,Very High,Heat,0.1142,0,0
2,2075,2,Very High,Heat,0.1175,0,0
2,2076,2,Very High,Heat,0.1208,0,0
2,2077,2,Very High,Heat,0.1241,0,0
2,2078,2,Very High,Heat,0.1274,0,0
2,2079,2,Very High,Heat,0.1307,0,0
2,2080,2,Very High,Heat,0.134,0,0
2,2081,2,Very High,Heat,0.1382,0,0
2,2082,2,Very High,Heat,0.1424,0,0
2,2083,2,Very High,Heat,0.1466,0,0
2,2084,2,Very High,Heat,0.1508,0,0
2,2085,2,Very High,Heat,0.155,0,0
2,2086,2,Very High,Heat,0.1592,0,0
2,2087,2,Very High,Heat,0.1634,0,0
2,2088,2,Very High,Heat,0.1676,0,0
2,2089,2,Very High,Heat,0.1718,0,0
2,2090,2,Very High,Heat,0.176,0,0
2,2091,2,Very High,Heat,0.1809,0,0
2,2092,2,Very High,Heat,0.1858,0,0
2,2093,2,Very High,Heat,0.1907,0,0
2,2094,2,Very High,Heat,0.1956,0,0
2,2095,2,Very High,Heat,0.2005,0,0
2,2096,2,Very High,Heat,0.2054,0,0
2,2097,2,Very High,Heat,0.2103,0,0
2,2098,2,Very High,Heat,0.2152,0,0
2,2099,2,Very High,Heat,0.2201,0,0
2,2100,2,Very High,Heat,0.225,0,0
2,2101,2,Very High,Heat,0.2304,0,0
2,2102,2,Very High,Heat,0.2358,0,0
2,2103,2,Very High,Heat,0.2412,0,0
2,2104,2,Very High,Heat,0.2466,0,0
2,2105,2,Very High,Heat,0.252,0,0
2,2106,2,Very High,Heat,0.2574,0,0
2,2107,2,Very High,Heat,0.2628,0,0
2,2108,2,Very High,Heat,0.2682,0,0
2,2109,2,Very High,Heat,0.2736,0,0
2,2110,2,Very High,Heat,0.279,0,0
2,2111,2,Very High,Heat,0.2851,0,0
2,2112,2,Very High,Heat,0.2912,0,0
2,2113,2,Very High,Heat,0.2973,0,0
2,2114,2,Very High,Heat,0.3034,0,0
2,2115,2,Very High,Heat,0.3095,0,0
2,2116,2,Very High,Heat,0.3156,0,0
2,2117,2,Very High,Heat,0.3217,0,0
2,2118,2,Very High,Heat,0.3278,0,0
2,2119,2,Very High,Heat,0.3339,0,0
2,2120,2,Very High,Heat,0.34,0,0
2,2121,2,Very High,Heat,0.3466,0,0
2,2122,2,Very High,Heat,0.3532,0,0
2,2123,2,Very High,Heat,0.3598,0,0
2,2124,2,Very High,Heat,0.3664,0,0
2,2125,2,Very High,Heat,0.373,0,0
2,2126,2,Very High,Heat,0.3796,0,0
2,2127,2,Very High,Heat,0.3862,0,0
2,2128,2,Very High,Heat,0.3928,0,0
2,2129,2,Very High,Heat,0.3994,0,0
2,2130,2,Very High,Heat,0.406,0,0
2,2131,2,Very High,Heat,0.4133,0,0
2,2132,2,Very High,Heat,0.4206,0,0
2,2133,2,Very High,Heat,0.4279,0,0
2,2134,2,Very High,Heat,0.4352,0,0
2,2135,2,Very High,Heat,0.4425,0,0
2,2136,2,Very High,Heat,0.4498,0,0
2,2137,2,Very High,Heat,0.4571,0,0
2,2138,2,Very High,Heat,0.4644,0,0
2,2139,2,Very High,Heat,0.4717,0,0
2,2140,2,Very High,Heat,0.479,0,0
2,2141,2,Very High,Heat,0.4868,0,0
2,2142,2,Very High,Heat,0.4946,0,0
2,2143,2,Very High,Heat,0.5024,0,0
2,2144,2,Very High,Heat,0.5102,0,0
2,2145,2,Very High,Heat,0.518,0,0
2,2146,2,Very High,Heat,0.5258,0,0
2,2147,2,Very High,Heat,0.5336,0,0
2,2148,2,Very High,Heat,0.5414,0,0
2,2149,2,Very High,Heat,0.5492,0,0
2,2150,2,Very High,Heat,0.557,0,0
3,2020,2,Very High,Heat,0,0,0
3,2021,2,Very High,Heat,0,0,0
3,2022,2,Very High,Heat,0,0,0
3,2023,2,Very High,Heat,0,0,0
3,2024,2,Very High,Heat,0,0,0
3,2025,2,Very High,Heat,0,0,0
3,2026,2,Very High,Heat,0,0,0
3,2027,2,Very High,Heat,0,0,0
3,2028,2,Very High,Heat,0,0,0
3,2029,2,Very High,Heat,0,0,0
3,2030,2,Very High,Heat,0,0,0
3,2031,2,Very High,Heat,0,0,0
3,2032,2,Very High,Heat,0,0,0
3,2033,2,Very High,Heat,0,0,0
3,2034,2,Very High,Heat,0,0,0
3,2035,2,Very High,Heat,0,0,0
3,2036,2,Very High,Heat,0,0,0
3,2037,2,Very High,Heat,0,0,0
3,2038,2,Very High,Heat,0,0,0
3,2039,2,Very High,Heat,0,0,0
3,2040,2,Very High,Heat,0,0,0
3,2041,2,Very High,Heat,0,0,0
3,2042,2,Very High,Heat,0,0,0
3,2043,2,Very High,Heat,0,0,0
3,2044,2,Very High,Heat,0,0,0
3,2045,2,Very High,Heat,0,0,0
3,2046,2,Very High,Heat,0,0,0
3,2047,2,Very High,Heat,0,0,0
3,2048,2,Very High,Heat,0,0,0
3,2049,2,Very High,Heat,0,0,0
3,2050,2,Very High,Heat,0,0,0
3,2051,2,Very High,Heat,0,0,0
3,2052,2,Very High,Heat,0,0,0
3,2053,2,Very High,Heat,0,0,0
3,2054,2,Very High,Heat,0,0,0
3,2055,2,Very High,Heat,0,0,0
3,2056,2,Very High,Heat,0,0,0
3,2057,2,Very High,Heat,0,0,0
3,2058,2,Very High,Heat,0,0,0
3,2059,2,Very High,Heat,0,0,0
3,2060,2,Very High,Heat,0,0,0
3,2061,2,Very High,Heat,0,0,0
3,2062,2,Very High,Heat,0,0,0
3,2063,2,Very High,Heat,0,0,0
3,2064,2,Very High,Heat,0,0,0
3,2065,2,Very High,Heat,0,0,0
3,2066,2,Very High,Heat,0,0,0
3,2067,2,Very High,Heat,0,0,0
3,2068,2,Very High,Heat,0,0,0
3,2069,2,Very High,Heat,0,0,0
3,2070,2,Very High,Heat,0,0,0
3,2071,2,Very High,Heat,0,0,0
3,2072,2,Very High,Heat,0,0,0
3,2073,2,Very High,Heat,0,0,0
3,2074,2,Very High,Heat,0,0,0
3,2075,2,Very High,Heat,0,0,0
3,2076,2,Very High,Heat,0,0,0
3,2077,2,Very High,Heat,0,0,0
3,2078,2,Very High,Heat,0,0,0
3,2079,2,Very High,Heat,0,0,0
3,2080,2,Very High,Heat,0,0,0
3,2081,2,Very High,Heat,0,0,0
3,2082,2,Very High,Heat,0,0,0
3,2083,2,Very High,Heat,0,0,0
3,2084,2,Very High,Heat,0,0,0
3,2085,2,Very High,Heat,0,0,0
3,2086,2,Very High,Heat,0,0,0
3,2087,2,Very High,Heat,0,0,0
3,2088,2,Very High,Heat,0,0,0
3,2089,2,Very High,Heat,0,0,0
3,2090,2,Very High,Heat,0,0,0
3,2091,2,Very High,Heat,0,0,0
3,2092,2,Very High,Heat,0,0,0
3,2093,2,Very High,Heat,0,0,0
3,2094,2,Very High,Heat,0,0,0
3,2095,2,Very High,Heat,0,0,0
3,2096,2,Very High,Heat,0,0,0
3,2097,2,Very High,Heat,0,0,0
3,2098,2,Very High,Heat,0,0,0
3,2099,2,Very High,Heat,0,0,0
3,2100,2,Very High,Heat,0,0,0
3,2101,2,Very High,Heat,0,0,0
3,2102,2,Very High,Heat,0,0,0
3,2103,2,Very High,Heat,0,0,0
3,2104,2,Very High,Heat,0,0,0
3,2105,2,Very High,Heat,0,0,0
3,2106,2,Very High,Heat,0,0,0
3,2107,2,Very High,Heat,0,0,0
3,2108,2,Very High,Heat,0,0,0
3,2109,2,Very High,Heat,0,0,0
3,2110,2,Very High,Heat,0,0,0
3,2111,2,Very High,Heat,0,0,0
