Year,Quarter,Region,Low Emissions,Medium Emissions,High Emissions,Very High Emissions
2046,1,6,"$3,275,380.90","$2,421,557.14","$2,740,918.71","$3,895,706.30"
2046,2,1,"$1,821,014.22","$1,889,662.00","$2,033,317.55","$2,185,162.48"
2046,2,2,"$4,336,387.57","$4,391,975.12","$5,104,248.41","$6,155,037.62"
2046,2,3,"$967,894.16","$1,033,978.73","$1,058,592.22","$1,145,383.30"
2046,2,4,"$409,867.84","$445,245.30","$487,392.10","$539,572.84"
2046,2,5,"$2,625,415.69","$3,100,604.95","$3,377,372.56","$3,748,100.42"
2046,2,6,"$3,188,689.96","$3,432,425.96","$4,391,817.33","$5,127,006.29"
2046,3,1,"$64,002,364.56","$47,924,574.18","$59,539,161.83","$56,393,091.05"
2046,3,2,"$22,104,461.46","$26,561,999.88","$27,272,198.56","$40,537,060.94"
2046,3,3,"$14,011,475.12","$15,641,104.02","$17,412,570.46","$18,226,629.66"
2046,3,4,"$18,214,866.31","$18,965,152.99","$26,634,626.39","$21,522,186.53"
2046,3,5,"$27,464,836.06","$23,899,163.58","$29,004,714.62","$32,407,926.74"
2046,3,6,"$30,323,793.36","$38,669,576.45","$35,583,444.51","$37,668,237.52"
2046,4,1,"$3,087,844.31","$3,127,253.59","$3,345,249.96","$3,747,668.05"
2046,4,2,"$3,212,455.43","$3,545,911.58","$3,728,971.30","$4,441,581.99"
2046,4,3,"$1,993,968.70","$2,280,876.62","$2,294,221.13","$2,679,752.42"
2046,4,4,"$543,243.49","$586,498.71","$626,309.03","$695,280.07"
2046,4,5,"$484,339.93","$569,809.80","$598,694.78","$665,714.06"
2046,4,6,"$388,862.02","$449,888.36","$441,188.55","$593,179.91"
2047,1,1,"$1,952,346.62","$1,933,229.90","$2,089,931.43","$2,322,419.50"
2047,1,2,"$3,914,779.36","$4,336,637.98","$3,840,672.57","$4,390,718.44"
2047,1,3,"$610,075.10","$619,162.56","$640,281.00","$667,958.62"
2047,1,4,"$239,211.39","$230,971.89","$270,167.85","$300,526.68"
2047,1,5,"$2,708,324.93","$2,401,190.58","$2,914,260.18","$3,961,649.31"
2047,1,6,"$2,908,573.51","$2,428,550.02","$3,285,484.59","$4,235,523.63"
2047,2,1,"$1,826,883.91","$1,934,576.31","$1,975,920.71","$2,192,033.79"
2047,2,2,"$4,938,350.54","$5,832,977.82","$4,941,481.58","$5,827,459.66"
2047,2,3,"$961,167.75","$1,014,110.87","$1,045,219.88","$1,151,332.40"
2047,2,4,"$417,491.10","$430,975.40","$490,586.96","$560,175.16"
2047,2,5,"$2,556,593.33","$3,403,946.92","$3,888,823.89","$4,210,819.50"
2047,2,6,"$3,391,170.97","$4,235,282.60","$4,217,755.15","$5,293,651.74"
2047,3,1,"$32,063,421.98","$52,535,536.64","$63,860,459.45","$54,377,225.34"
2047,3,2,"$23,921,886.54","$24,944,218.97","$36,615,860.68","$34,341,884.94"
2047,3,3,"$19,443,940.78","$11,845,491.68","$13,709,969.35","$23,151,086.41"
2047,3,4,"$17,529,771.43","$19,445,023.01","$19,604,755.87","$23,951,937.18"
2047,3,5,"$23,058,709.74","$25,679,002.54","$34,351,131.76","$31,436,939.40"
2047,3,6,"$31,958,811.39","$24,954,916.67","$27,664,297.54","$44,999,188.09"
2047,4,1,"$3,031,102.42","$3,184,346.28","$3,385,307.08","$3,734,481.23"
2047,4,2,"$3,438,183.48","$3,498,552.15","$3,664,830.09","$4,202,948.39"
2047,4,3,"$2,190,387.86","$2,251,724.12","$2,400,636.79","$2,879,293.60"
2047,4,4,"$579,488.91","$621,749.20","$653,525.36","$742,677.90"
2047,4,5,"$466,367.47","$560,718.07","$586,747.40","$654,607.97"
2047,4,6,"$406,962.88","$474,328.20","$529,958.15","$600,102.93"
2048,1,1,"$1,846,285.93","$1,914,307.89","$2,087,723.86","$2,244,167.69"
2048,1,2,"$3,503,495.74","$4,040,376.20","$4,207,691.32","$4,453,023.95"
2048,1,3,"$615,079.04","$627,918.66","$647,234.73","$675,071.10"
2048,1,4,"$224,774.16","$246,696.00","$254,176.56","$297,143.42"
2048,1,5,"$1,944,614.88","$2,929,228.21","$2,454,428.96","$3,095,120.72"
2048,1,6,"$2,918,871.80","$3,382,798.59","$3,183,973.54","$3,439,012.95"
2048,2,1,"$1,763,504.28","$1,918,317.56","$2,034,663.03","$2,245,050.55"
2048,2,2,"$4,114,818.97","$4,328,353.53","$4,783,340.70","$5,951,537.61"
2048,2,3,"$967,220.98","$1,003,084.28","$1,078,947.22","$1,184,095.94"
2048,2,4,"$416,179.92","$448,647.63","$489,875.49","$560,292.25"
2048,2,5,"$3,175,447.78","$3,084,696.15","$3,293,001.80","$4,571,453.69"
2048,2,6,"$4,039,798.73","$3,971,855.60","$5,100,566.55","$6,017,760.19"
2048,3,1,"$43,822,474.27","$55,421,679.60","$69,308,915.96","$92,447,501.72"
2048,3,2,"$34,371,562.44","$33,666,985.14","$28,899,851.29","$35,850,724.54"
2048,3,3,"$14,037,478.94","$18,070,185.20","$16,437,182.10","$21,977,153.23"
2048,3,4,"$19,659,130.56","$17,045,762.34","$19,468,919.59","$26,854,113.18"
2048,3,5,"$23,595,214.21","$20,101,773.51","$29,351,079.25","$22,553,774.84"
2048,3,6,"$22,572,449.07","$32,005,184.06","$26,787,804.67","$41,247,613.56"
2048,4,1,"$3,085,016.53","$3,284,309.71","$3,436,854.71","$4,001,142.00"
2048,4,2,"$3,372,641.77","$3,555,219.92","$3,835,474.55","$4,314,209.09"
2048,4,3,"$2,118,943.81","$2,414,850.60","$2,345,659.22","$2,959,930.29"
2048,4,4,"$502,927.56","$596,639.49","$628,702.81","$775,845.65"
2048,4,5,"$538,823.90","$556,448.47","$651,156.43","$680,002.00"
2048,4,6,"$404,143.67","$464,697.99","$499,166.00","$609,770.00"
2049,1,1,"$1,865,330.06","$1,998,755.88","$2,121,711.59","$2,236,337.21"
2049,1,2,"$4,372,844.53","$3,737,679.83","$4,280,333.47","$4,964,937.64"
2049,1,3,"$615,204.33","$618,006.64","$645,790.64","$690,533.02"
2049,1,4,"$239,483.27","$237,724.38","$259,317.37","$285,294.03"
2049,1,5,"$1,738,916.09","$2,540,900.13","$4,006,768.92","$3,553,431.04"
2049,1,6,"$3,160,924.01","$2,014,763.11","$3,681,944.46","$4,570,773.32"
2049,2,1,"$1,823,111.63","$1,896,264.41","$2,005,021.15","$2,299,605.88"
2049,2,2,"$4,453,758.62","$4,265,694.70","$5,156,340.12","$6,240,445.68"
2049,2,3,"$968,479.46","$1,023,250.36","$1,067,680.07","$1,186,948.18"
2049,2,4,"$403,948.03","$435,616.61","$499,237.32","$583,794.35"
2049,2,5,"$3,251,415.80","$3,502,727.61","$2,865,003.74","$3,912,696.53"
2049,2,6,"$3,230,186.09","$4,393,106.46","$5,193,602.48","$5,315,526.51"
2049,3,1,"$53,724,367.90","$55,542,061.84","$51,543,281.00","$72,025,424.38"
2049,3,2,"$30,336,572.84","$31,735,380.09","$35,358,109.59","$52,450,601.12"
2049,3,3,"$13,930,695.80","$14,539,735.24","$21,577,244.73","$15,081,379.32"
2049,3,4,"$16,967,278.70","$19,423,047.99","$19,198,346.12","$20,806,599.72"
2049,3,5,"$22,536,232.54","$22,832,641.59","$28,304,773.87","$27,432,439.30"
2049,3,6,"$22,297,840.70","$29,406,356.37","$29,645,052.76","$33,864,645.45"
2049,4,1,"$3,026,047.78","$3,365,629.12","$3,732,990.61","$3,927,720.76"
2049,4,2,"$3,305,822.29","$3,391,018.10","$4,101,553.73","$4,762,461.66"
2049,4,3,"$2,112,015.52","$2,358,602.54","$2,413,681.11","$2,822,115.99"
2049,4,4,"$530,255.06","$579,724.83","$615,748.06","$706,536.05"
2049,4,5,"$503,154.98","$554,061.94","$574,210.94","$714,968.09"
2049,4,6,"$411,706.40","$420,173.00","$522,250.03","$649,489.14"
2050,1,1,"$1,891,717.27","$2,004,362.84","$2,017,300.13","$2,338,276.93"
2050,1,2,"$3,618,826.43","$3,548,227.20","$3,336,102.27","$4,516,534.48"
2050,1,3,"$619,608.79","$628,295.48","$648,252.49","$688,713.66"
2050,1,4,"$235,873.43","$240,003.97","$266,205.28","$315,815.79"
2050,1,5,"$2,485,896.44","$3,108,409.65","$3,526,895.64","$3,813,605.47"
2050,1,6,"$3,288,813.72","$2,902,179.85","$3,156,123.14","$3,105,696.76"
2050,2,1,"$1,846,712.59","$1,891,062.31","$1,995,626.26","$2,331,252.75"
2050,2,2,"$5,471,355.49","$4,770,971.87","$5,141,221.45","$6,703,978.24"
2050,2,3,"$966,736.85","$1,021,809.49","$1,087,543.54","$1,216,306.82"
2050,2,4,"$424,690.20","$461,651.61","$488,730.14","$596,230.05"
2050,2,5,"$2,919,435.10","$3,141,397.33","$4,362,538.95","$4,194,600.57"
2050,2,6,"$3,893,126.96","$3,666,544.93","$4,468,729.06","$6,190,635.76"
2050,3,1,"$60,882,830.17","$51,420,756.18","$57,344,040.95","$63,309,599.89"
2050,3,2,"$21,021,942.63","$39,351,363.76","$36,977,502.11","$41,881,373.39"
2050,3,3,"$9,616,187.78","$15,350,581.85","$21,964,528.60","$22,292,409.42"
2050,3,4,"$16,141,830.63","$19,125,920.38","$19,268,603.26","$21,999,330.60"
2050,3,5,"$15,587,308.05","$20,065,168.47","$28,087,632.59","$34,444,344.62"
2050,3,6,"$31,754,771.78","$28,713,860.81","$36,873,205.34","$44,830,611.64"
2050,4,1,"$2,906,399.95","$3,411,161.05","$3,339,229.16","$4,300,887.59"
2050,4,2,"$3,354,480.14","$3,553,056.85","$3,955,252.00","$4,377,990.16"
2050,4,3,"$2,107,461.10","$2,332,322.82","$2,506,962.82","$3,091,701.02"
2050,4,4,"$543,679.73","$600,754.08","$643,208.48","$743,972.96"
2050,4,5,"$555,686.02","$560,061.17","$559,151.45","$653,280.60"
2050,4,6,"$414,279.22","$467,231.97","$510,081.99","$671,816.68"
2051,1,1,"$1,816,089.03","$1,923,648.56","$2,132,209.99","$2,339,270.73"
2051,1,2,"$3,807,724.52","$3,700,077.66","$4,863,688.26","$5,541,811.27"
2051,1,3,"$613,261.91","$628,340.72","$650,375.58","$689,149.76"
2051,1,4,"$235,209.97","$252,636.93","$259,245.57","$313,515.75"
2051,1,5,"$2,507,849.60","$2,926,061.79","$2,571,296.56","$3,209,873.94"
2051,1,6,"$1,913,917.66","$3,347,578.66","$4,500,962.17","$4,757,105.88"
2051,2,1,"$1,788,022.20","$1,995,445.32","$2,067,075.71","$2,366,366.80"
2051,2,2,"$3,831,200.68","$4,903,918.00","$5,746,984.79","$6,388,017.94"
2051,2,3,"$978,569.95","$1,027,373.20","$1,089,398.77","$1,211,762.84"
2051,2,4,"$429,072.29","$467,496.25","$513,987.03","$600,414.69"
2051,2,5,"$3,256,845.08","$3,287,402.57","$4,275,149.98","$4,684,559.78"
2051,2,6,"$4,107,364.91","$3,546,555.98","$4,220,659.59","$5,472,414.24"
2051,3,1,"$49,676,483.27","$60,096,351.92","$67,990,286.66","$70,993,738.35"
2051,3,2,"$28,020,409.60","$26,852,179.55","$27,536,409.32","$33,838,238.49"
2051,3,3,"$12,683,071.16","$14,054,853.07","$17,123,306.45","$20,306,443.43"
2051,3,4,"$17,318,917.82","$29,218,795.22","$22,018,681.78","$33,625,583.23"
2051,3,5,"$20,086,543.72","$21,184,394.39","$35,577,446.31","$34,305,110.20"
2051,3,6,"$30,184,550.57","$42,787,064.71","$45,234,552.33","$45,239,261.23"
2051,4,1,"$3,013,223.34","$3,231,107.74","$3,660,612.69","$4,223,153.78"
2051,4,2,"$3,160,387.44","$3,698,423.83","$4,154,208.85","$4,461,266.69"
2051,4,3,"$2,220,119.88","$2,307,618.59","$2,450,076.58","$3,077,450.06"
2051,4,4,"$550,183.71","$627,970.15","$648,156.24","$824,533.74"
2051,4,5,"$510,575.51","$600,709.99","$600,760.29","$723,845.83"
2051,4,6,"$476,131.26","$471,904.17","$538,010.07","$619,979.17"
2052,1,1,"$1,882,195.86","$1,953,839.15","$2,133,950.89","$2,432,107.57"
2052,1,2,"$2,857,455.43","$4,213,326.14","$4,529,929.87","$5,229,659.83"
2052,1,3,"$605,636.92","$627,363.89","$637,498.24","$692,446.79"
2052,1,4,"$244,016.37","$232,080.92","$270,579.49","$321,017.05"
2052,1,5,"$2,746,748.39","$2,519,793.63","$2,771,490.11","$2,493,764.96"
2052,1,6,"$3,240,983.17","$3,699,955.27","$4,015,680.14","$4,290,548.30"
2052,2,1,"$1,855,549.57","$1,970,260.92","$2,095,519.84","$2,321,783.02"
2052,2,2,"$5,092,870.68","$5,521,011.07","$4,597,232.11","$6,114,408.24"
2052,2,3,"$967,778.17","$1,027,528.78","$1,097,131.74","$1,240,822.90"
2052,2,4,"$421,031.89","$473,427.09","$508,154.30","$634,124.90"
2052,2,5,"$2,391,753.39","$3,864,197.44","$3,189,766.78","$5,036,826.18"
2052,2,6,"$4,697,023.73","$5,254,694.93","$4,682,180.11","$4,749,171.56"
2052,3,1,"$44,061,467.28","$60,807,333.86","$63,443,385.14","$65,430,064.36"
2052,3,2,"$28,188,696.60","$30,288,203.90","$34,885,345.23","$40,847,575.66"
2052,3,3,"$15,275,430.34","$15,166,525.37","$17,168,106.57","$18,553,090.43"
2052,3,4,"$17,885,372.20","$20,872,355.42","$22,335,746.79","$29,424,765.82"
2052,3,5,"$17,007,502.31","$23,904,531.23","$21,354,759.09","$30,007,826.43"
2052,3,6,"$31,592,830.85","$27,376,448.44","$40,209,176.68","$35,862,517.03"
2052,4,1,"$3,018,555.74","$3,237,363.35","$3,552,301.64","$4,313,243.27"
2052,4,2,"$3,383,839.03","$3,667,085.75","$3,974,175.00","$4,681,751.79"
2052,4,3,"$2,181,965.48","$2,336,269.52","$2,421,076.21","$3,089,374.71"
2052,4,4,"$564,293.80","$594,709.68","$732,003.51","$814,122.23"
2052,4,5,"$531,635.01","$560,852.24","$609,261.51","$721,889.47"
2052,4,6,"$452,743.41","$484,496.66","$534,277.13","$648,020.19"
2053,1,1,"$1,850,327.68","$2,016,837.29","$2,152,119.61","$2,497,881.14"
2053,1,2,"$4,185,816.92","$3,807,294.13","$4,613,174.13","$4,050,244.88"
2053,1,3,"$621,998.53","$624,808.05","$642,356.22","$686,529.09"
2053,1,4,"$240,338.23","$250,485.08","$252,312.58","$338,766.66"
2053,1,5,"$2,708,130.28","$2,101,140.27","$2,668,638.09","$2,980,896.33"
2053,1,6,"$2,124,920.22","$3,037,375.39","$4,176,667.65","$5,912,435.20"
2053,2,1,"$1,854,408.78","$1,966,252.43","$2,059,124.05","$2,509,981.35"
2053,2,2,"$4,186,941.61","$6,176,005.52","$5,049,710.09","$7,487,175.58"
2053,2,3,"$976,123.74","$1,031,882.28","$1,103,470.69","$1,238,601.95"
2053,2,4,"$421,370.39","$483,254.43","$516,724.25","$632,686.80"
2053,2,5,"$3,080,939.93","$3,440,712.04","$5,379,644.00","$3,970,910.64"
2053,2,6,"$4,379,222.76","$4,877,060.53","$5,151,969.42","$6,830,221.06"
2053,3,1,"$49,308,672.44","$58,466,267.63","$63,213,425.21","$80,486,631.23"
2053,3,2,"$31,498,153.99","$24,205,911.68","$41,193,766.16","$43,271,333.23"
2053,3,3,"$12,842,952.21","$19,147,021.84","$18,508,285.74","$20,636,116.04"
2053,3,4,"$17,339,211.75","$14,103,979.06","$24,592,368.54","$28,862,241.10"
2053,3,5,"$23,428,138.14","$25,189,118.39","$26,895,141.21","$33,091,843.77"
2053,3,6,"$31,100,381.51","$26,940,554.66","$36,598,458.12","$37,796,009.98"
2053,4,1,"$3,110,583.70","$3,307,379.83","$3,666,413.50","$4,372,859.51"
2053,4,2,"$3,326,214.79","$3,462,948.82","$3,754,083.68","$5,033,473.44"
2053,4,3,"$2,122,397.69","$2,303,881.96","$2,570,120.37","$3,386,839.08"
2053,4,4,"$583,079.67","$593,838.14","$680,027.58","$834,230.64"
2053,4,5,"$506,362.80","$563,016.40","$647,193.02","$774,160.44"
2053,4,6,"$468,224.78","$490,676.66","$498,308.68","$687,572.32"
2054,1,1,"$1,879,844.96","$1,903,035.95","$2,211,265.65","$2,562,192.21"
2054,1,2,"$2,867,282.61","$4,529,358.62","$5,433,371.75","$5,817,833.67"
2054,1,3,"$613,265.76","$621,857.76","$658,791.38","$690,331.02"
2054,1,4,"$234,978.85","$252,629.75","$273,919.32","$338,295.06"
2054,1,5,"$2,627,420.11","$3,477,037.78","$2,453,704.55","$4,609,136.92"
2054,1,6,"$2,707,728.49","$2,393,888.83","$4,233,141.78","$4,545,247.57"
2054,2,1,"$1,799,724.56","$1,947,807.98","$2,149,648.70","$2,482,044.47"
2054,2,2,"$4,416,597.25","$4,359,658.29","$5,945,617.31","$6,635,050.87"
2054,2,3,"$970,095.48","$1,054,076.24","$1,118,447.02","$1,266,997.70"
2054,2,4,"$419,292.79","$465,741.34","$532,836.83","$641,680.57"
2054,2,5,"$3,325,806.33","$4,251,300.57","$3,477,106.70","$4,457,411.16"
2054,2,6,"$3,372,437.12","$4,920,592.03","$4,573,992.25","$7,589,033.51"
2054,3,1,"$55,535,562.81","$60,377,811.89","$49,869,779.05","$85,148,152.79"
2054,3,2,"$22,291,837.96","$34,474,432.67","$34,195,023.45","$50,571,570.26"
2054,3,3,"$13,871,989.11","$14,993,538.35","$21,625,770.08","$22,793,102.45"
2054,3,4,"$24,502,072.21","$17,630,932.88","$17,275,224.34","$32,210,671.39"
2054,3,5,"$19,673,126.02","$18,951,825.43","$37,337,219.13","$34,380,834.64"
2054,3,6,"$22,750,727.10","$24,106,481.92","$36,475,435.31","$53,048,636.24"
2054,4,1,"$3,034,294.14","$3,432,565.69","$3,721,611.99","$4,314,635.25"
2054,4,2,"$3,510,108.35","$3,762,556.34","$4,122,842.60","$4,889,819.77"
2054,4,3,"$2,126,092.92","$2,470,258.83","$2,644,367.01","$3,062,631.95"
2054,4,4,"$546,615.17","$626,921.62","$659,312.91","$843,731.96"
2054,4,5,"$536,072.83","$576,207.96","$579,914.09","$772,381.96"
2054,4,6,"$435,481.53","$439,938.20","$517,115.57","$682,641.21"
2055,1,1,"$1,863,975.79","$1,990,179.92","$2,279,125.51","$2,528,426.99"
2055,1,2,"$3,700,663.66","$3,893,796.27","$4,517,044.45","$6,242,099.61"
2055,1,3,"$606,634.09","$638,601.46","$664,688.19","$698,634.52"
2055,1,4,"$239,600.11","$245,242.67","$269,334.12","$360,915.76"
2055,1,5,"$2,661,815.77","$2,450,907.87","$2,279,561.99","$3,958,373.82"
2055,1,6,"$2,594,362.18","$2,941,267.10","$3,054,420.92","$5,235,165.22"
2055,2,1,"$1,829,218.64","$1,943,174.46","$2,164,595.86","$2,495,552.93"
2055,2,2,"$4,237,515.67","$5,119,895.90","$5,026,927.03","$7,575,941.37"
2055,2,3,"$978,537.12","$1,037,400.37","$1,113,015.13","$1,292,434.05"
2055,2,4,"$426,194.71","$460,674.34","$534,075.55","$687,304.36"
2055,2,5,"$3,105,700.26","$4,580,638.78","$4,193,052.10","$5,318,589.77"
2055,2,6,"$3,906,148.49","$4,542,944.43","$4,782,752.19","$5,775,295.20"
2055,3,1,"$40,144,807.52","$61,200,573.39","$63,271,532.97","$81,994,050.75"
2055,3,2,"$30,784,043.20","$38,784,006.55","$43,660,754.74","$52,979,930.71"
2055,3,3,"$13,746,321.83","$16,919,633.89","$20,128,924.66","$23,866,259.19"
2055,3,4,"$18,817,260.29","$11,106,618.43","$22,568,797.03","$29,525,292.72"
2055,3,5,"$20,205,867.70","$24,957,839.08","$17,355,344.85","$36,225,830.71"
2055,3,6,"$31,246,535.56","$34,018,956.04","$29,977,948.90","$48,353,616.88"
2055,4,1,"$3,155,470.39","$3,256,842.43","$3,586,393.29","$4,707,030.09"
2055,4,2,"$3,486,778.36","$3,806,030.47","$4,090,874.20","$5,050,013.01"
2055,4,3,"$2,042,712.47","$2,353,060.90","$2,402,818.88","$3,254,345.52"
2055,4,4,"$535,712.54","$623,494.29","$706,737.75","$803,542.16"
2055,4,5,"$498,031.98","$554,078.95","$635,100.55","$780,092.88"
2055,4,6,"$391,391.63","$398,213.99","$555,775.67","$787,554.29"
2056,1,1,"$1,919,938.47","$2,005,202.22","$2,189,479.12","$2,660,961.65"
2056,1,2,"$3,714,213.34","$4,702,841.94","$4,962,527.70","$4,987,207.17"
2056,1,3,"$625,982.54","$631,225.36","$644,541.57","$719,589.53"
2056,1,4,"$223,586.97","$242,878.41","$282,142.30","$350,775.78"
2056,1,5,"$1,642,621.26","$2,859,851.24","$4,388,133.81","$4,597,460.75"
2056,1,6,"$3,219,814.29","$3,751,398.31","$4,341,284.11","$5,021,343.28"
2056,2,1,"$1,827,727.42","$1,943,835.76","$2,135,790.68","$2,597,144.65"
2056,2,2,"$4,515,573.48","$5,751,957.95","$6,023,676.71","$7,536,300.25"
2056,2,3,"$965,750.79","$1,027,149.44","$1,114,242.71","$1,308,939.35"
2056,2,4,"$424,854.43","$481,436.18","$552,958.97","$715,988.12"
2056,2,5,"$2,859,169.78","$3,716,317.27","$3,901,085.19","$4,953,816.74"
2056,2,6,"$4,798,153.15","$3,613,103.07","$4,931,220.40","$5,086,451.29"
2056,3,1,"$39,192,538.44","$59,032,569.48","$55,095,095.29","$91,048,558.11"
2056,3,2,"$24,298,502.36","$29,423,494.31","$41,063,046.94","$48,963,697.95"
2056,3,3,"$11,813,580.61","$13,675,480.11","$17,374,640.21","$21,410,699.95"
2056,3,4,"$19,934,050.28","$20,920,834.54","$20,525,726.05","$26,939,493.16"
2056,3,5,"$27,373,204.94","$25,533,004.32","$21,905,318.74","$41,808,189.12"
2056,3,6,"$27,392,330.45","$28,724,395.87","$38,624,732.45","$67,737,283.82"
2056,4,1,"$3,106,553.87","$3,320,859.73","$3,783,732.11","$4,464,024.38"
2056,4,2,"$3,318,304.71","$3,772,178.61","$4,226,875.69","$5,602,403.10"
2056,4,3,"$2,184,998.06","$2,322,331.31","$2,769,133.51","$3,398,747.47"
2056,4,4,"$563,967.13","$640,079.08","$726,798.18","$908,819.63"
2056,4,5,"$475,248.96","$549,820.02","$623,487.20","$776,498.83"
2056,4,6,"$419,186.52","$524,620.18","$598,899.11","$728,028.53"
2057,1,1,"$1,845,464.52","$2,067,817.23","$2,256,960.33","$2,635,675.80"
2057,1,2,"$3,341,423.80","$4,408,267.17","$3,850,363.67","$5,029,295.92"
2057,1,3,"$620,142.11","$622,989.68","$656,521.80","$731,550.15"
2057,1,4,"$243,511.52","$258,120.07","$284,399.49","$368,378.54"
2057,1,5,"$2,130,513.52","$2,188,070.33","$2,572,179.92","$4,707,099.85"
2057,1,6,"$3,270,726.55","$2,647,712.16","$3,748,809.59","$6,194,616.85"
2057,2,1,"$1,896,936.15","$1,945,352.48","$2,187,412.66","$2,702,546.91"
2057,2,2,"$3,607,564.06","$5,419,294.89","$5,293,090.47","$6,525,303.73"
2057,2,3,"$971,088.75","$1,045,905.14","$1,125,693.89","$1,350,422.48"
2057,2,4,"$439,180.98","$485,425.83","$527,747.16","$693,189.71"
2057,2,5,"$3,103,213.73","$3,153,990.84","$4,093,801.32","$5,483,522.75"
2057,2,6,"$3,463,669.39","$4,889,091.85","$4,249,778.75","$8,206,896.09"
2057,3,1,"$58,653,763.43","$54,634,406.95","$56,687,333.15","$73,289,892.00"
2057,3,2,"$24,683,455.60","$23,362,425.79","$34,550,421.40","$51,533,488.32"
2057,3,3,"$14,871,734.17","$15,528,506.35","$22,349,646.78","$19,867,437.31"
2057,3,4,"$23,815,289.73","$18,942,654.80","$22,042,218.12","$35,627,182.94"
2057,3,5,"$19,460,696.04","$22,760,758.27","$22,045,638.21","$39,265,027.06"
2057,3,6,"$26,202,329.91","$25,457,771.75","$41,486,838.01","$48,565,656.71"
2057,4,1,"$2,925,689.79","$3,416,659.10","$3,741,492.36","$4,814,137.36"
2057,4,2,"$3,361,580.41","$3,951,608.82","$4,179,787.98","$5,429,969.02"
2057,4,3,"$2,169,139.27","$2,430,327.96","$2,700,850.16","$3,579,124.97"
2057,4,4,"$554,716.97","$628,998.09","$764,085.14","$865,809.89"
2057,4,5,"$537,788.23","$599,187.46","$619,535.46","$819,378.49"
2057,4,6,"$405,938.97","$488,144.61","$558,318.05","$695,447.33"
2058,1,1,"$1,940,756.11","$2,013,886.02","$2,275,659.23","$2,666,375.71"
2058,1,2,"$3,243,312.40","$4,019,048.88","$4,867,045.51","$6,363,546.25"
2058,1,3,"$620,982.28","$629,389.23","$653,696.39","$720,731.14"
2058,1,4,"$245,653.80","$279,496.12","$293,541.57","$358,794.54"
2058,1,5,"$1,970,215.10","$3,217,668.10","$3,667,481.11","$4,079,197.18"
2058,1,6,"$3,385,164.21","$3,382,988.20","$2,876,450.77","$6,730,802.41"
2058,2,1,"$1,766,411.38","$1,917,003.60","$2,220,272.52","$2,540,671.58"
2058,2,2,"$4,388,123.43","$4,869,028.55","$5,362,144.52","$8,845,077.08"
2058,2,3,"$970,589.88","$1,033,384.80","$1,127,249.46","$1,370,982.60"
2058,2,4,"$413,215.17","$475,695.16","$562,762.09","$719,616.04"
2058,2,5,"$3,308,157.46","$3,072,824.58","$4,328,090.70","$4,800,542.94"
2058,2,6,"$3,483,128.32","$4,863,907.85","$5,104,596.59","$8,124,576.64"
2058,3,1,"$45,371,126.62","$48,481,960.30","$80,565,862.06","$86,498,581.63"
2058,3,2,"$35,142,552.03","$36,145,027.04","$35,844,030.12","$45,288,115.78"
2058,3,3,"$12,741,879.91","$16,056,510.47","$18,496,673.74","$25,896,301.15"
2058,3,4,"$11,792,137.11","$15,686,595.65","$30,049,465.90","$40,657,599.06"
2058,3,5,"$15,116,670.27","$26,705,926.14","$32,713,017.12","$40,667,204.78"
2058,3,6,"$25,656,454.32","$30,158,703.42","$32,551,554.76","$43,335,035.32"
2058,4,1,"$2,987,416.51","$3,279,886.20","$3,768,377.38","$4,804,497.56"
2058,4,2,"$3,347,694.32","$3,874,812.51","$3,993,740.32","$5,390,585.92"
2058,4,3,"$2,214,558.33","$2,403,990.06","$2,738,775.40","$3,552,093.45"
2058,4,4,"$563,817.63","$602,718.19","$711,532.46","$940,120.28"
2058,4,5,"$492,167.55","$591,252.11","$693,228.00","$819,261.36"
2058,4,6,"$446,480.12","$458,469.79","$543,159.52","$804,897.83"
2059,1,1,"$1,827,155.38","$2,073,137.91","$2,285,002.01","$2,698,847.27"
2059,1,2,"$3,761,721.26","$4,160,996.46","$4,513,755.44","$6,004,073.13"
2059,1,3,"$615,712.05","$631,060.29","$673,184.80","$736,412.01"
2059,1,4,"$216,033.37","$258,080.57","$276,498.21","$369,005.22"
2059,1,5,"$2,767,619.92","$1,900,686.65","$2,684,167.39","$3,307,162.79"
2059,1,6,"$2,765,624.58","$2,977,179.54","$4,292,574.15","$4,961,449.08"
2059,2,1,"$1,830,593.51","$1,907,215.14","$2,208,143.59","$2,640,166.28"
2059,2,2,"$4,251,624.24","$6,225,020.13","$7,181,962.66","$7,727,348.96"
2059,2,3,"$983,320.25","$1,042,968.83","$1,140,181.50","$1,387,314.31"
2059,2,4,"$423,733.11","$474,812.32","$566,828.09","$724,806.95"
2059,2,5,"$2,773,875.73","$3,666,905.11","$3,503,379.98","$5,805,441.30"
2059,2,6,"$3,923,304.48","$4,347,336.06","$3,501,920.04","$6,678,143.28"
2059,3,1,"$47,628,119.34","$57,263,137.36","$62,641,174.49","$82,964,002.38"
2059,3,2,"$37,992,703.42","$38,820,834.21","$37,300,819.25","$62,008,159.85"
2059,3,3,"$16,746,049.05","$18,727,472.94","$17,529,493.10","$31,004,120.44"
2059,3,4,"$17,616,277.36","$23,289,483.10","$20,841,361.63","$29,589,783.95"
2059,3,5,"$19,278,724.88","$26,522,831.15","$24,416,716.99","$40,918,052.08"
